Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A01-0033	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/11/2021 12:00 AM	09/11/2021 11:55 PM	8.33	09/15/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	119265.9634	115800.9648	117533.4641	3760749.85238157	3651489.90426252	3706119.87832205	0.00778172043614793	0.00755564042431411	NA	111341.332604	58196.1539796749	3835097.67184407	1788905.94311383	117761.424534	68900.2640975681	4060062.78387419	2204461.81590428	124181.516464	80732.1744496175	4285027.89590432	2645020.46646178
H01-0058	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/30/2021 08:00 AM	12/31/2021 08:00 AM	NA	01/12/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	27883.08665	41831.59053	34857.33859	NA	NA	NA	NA	NA	NA	8239.2611338	20388.6907312711	47557.0972473518	90110.1242308512	10428.1076259	25429.1627680822	57724.8651545449	76257.2475318782	12616.954118	30651.801801582	67892.633061738	75028.3581093929
D01-0015	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/14/2022 07:40 AM	02/15/2022 07:40 AM	1.31	02/16/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	101013.2352	27841.4125	64427.32385	500913.228962546	138062.421292029	319487.825127287	0.00294654840566204	0.00081213188995311	NA	316582.03054	302280.782909457	1468964.15406687	1444912.21742168	209207.671171	196442.798313656	1142709.59659082	1182584.39291311	101833.311802	123843.738637401	816455.039114757	1007092.68222218
A03-0060	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/01/2021 06:00 AM	11/01/2021 12:50 PM	NA	11/01/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1621.008217	848	1234.5041085	NA	NA	NA	NA	NA	NA	2051.465485	3716.3532052588	NA	NA	4869.0265026	13649.9194393347	NA	NA	7686.5875202	24040.4988515153	NA	NA
A03-0031	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	09/27/2021 06:00 AM	09/27/2021 02:00 PM	NA	10/06/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2465	1019	1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0170	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/07/2022 06:00 AM	02/07/2022 02:00 PM	NA	02/08/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2219	2798	2508.5	NA	NA	NA	NA	NA	NA	18603.7427936	52795.0034567782	NA	NA	12931.8552391	34554.016325219	NA	NA	7259.9676846	16488.9631886613	NA	NA
G01-0004	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/09/2021 08:45 AM	10/10/2021 09:00 AM	NA	10/13/2021	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	92150.051	28325.17728	60237.61414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0225	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	03/07/2022 06:00 AM	03/07/2022 02:00 PM	NA	03/07/2022	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2326	2835.420035	2580.7100175	NA	NA	NA	NA	NA	NA	7563.57553	16935.7328074295	NA	NA	6975.3187925	14067.5157908933	NA	NA	6387.062055	11535.5578981139	NA	NA
K01-0011	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	12/29/2021 06:30 AM	12/30/2021 06:30 AM	8.569	01/05/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19753.06179	16930.62644	18341.844115	640733.587055616	549181.748395668	594957.667725642	0.00133347260573489	0.0011429380819889	NA	23405.1760846	23045.1253700946	512474.303003084	433690.186760365	17833.0741127	13099.0898463086	407385.704410072	330910.386178726	12260.9721408	16524.8547125748	302297.10581706	438621.432007677
N03-0005	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/27/2022 07:30 AM	03/28/2022 07:30 AM	0.587	03/30/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8405.046444	5603.177436	7004.11194	18676.3130065747	12450.4601281311	15563.3865673529	0.0010078960068308	0.000671908263795528	NA	5173.6956918	7244.55687555787	12692.292545295	18161.0884308285	4096.829587	4468.83320050446	9991.58389833883	10705.1534955328	3019.9634822	3012.54308623705	7290.87525138268	6727.86448226727
A01-0140	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/31/2021 12:00 AM	01/01/2022 12:00 AM	16	01/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3649.419942	959	2304.209971	221032.81188234	58083.33104	139558.07146117	0.000457359733244371	0.000120185670915411	NA	42533.4199604	97346.5449015057	2082392.57320926	4945876.91614353	46575.2407122	107391.650021785	2290391.42496244	5464066.01029701	50617.061464	117569.560075418	2498390.27671562	5990969.47905659
G01-0019	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	11/27/2021 09:00 AM	11/28/2021 08:00 AM	0.622	12/02/2021	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66545.36493	40773.33547	53659.3502	156682.726692716	96001.8385129684	126342.282602842	0.00191825081651219	0.00117534082410588	NA	273662.469028	692170.832490555	1298901.73838515	51413093.0029303	238368.508222	602877.045367984	1126027.44321181	44997417.841858	203074.547416	513874.522507607	953153.148038479	38581742.6807856
G01-0034	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/01/2022 09:00 AM	01/02/2022 08:00 AM	2.925	01/06/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2265	96	1180.5	25078.81442625	1062.943128	13070.878777125	0.000307037395032444	1.30135054848188e-05	NA	25353.7447394	47069.4650230788	89309.0627124251	148136.372345171	27500.8249207	51712.55501078	94760.2787913013	167679.547728223	29647.905102	56424.3493200128	100211.494870178	187904.862516885
A03-0136	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	12/20/2021 06:00 AM	12/20/2021 02:00 PM	NA	12/21/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1820	2101	1960.5	NA	NA	NA	NA	NA	NA	32366.064438	100272.65600163	NA	NA	28129.7607828	86456.8625308724	NA	NA	23893.4571276	72885.9601909914	NA	NA
L01-0017	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	01/22/2022 09:00 AM	01/23/2022 09:00 AM	0.339	02/02/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1934352.536	1566482.255	1750417.3955	2482265.60988862	2010194.60399295	2246230.10694078	0.440118015937698	0.356417482977473	NA	1473144.27028	2147174.67537256	2092666.71760048	2324685.88342217	1442472.46635	2150820.16142205	2051205.84363324	2333343.77343286	1411800.66242	2167173.62552408	2009744.969666	2361996.03654174
B01-0093	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/22/2022 07:00 AM	02/23/2022 07:00 AM	6.57	02/25/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91200.04043	101942.5097	96571.275065	2268158.11093991	2535324.86537764	2401741.48815878	0.00453631622187982	0.00507064973075529	NA	127238.029454	143902.995880456	4005850.9947493	4481963.14306918	116190.330664	164062.792618141	3569746.64735492	4883093.19820251	105142.631874	189396.278211438	3133642.29996054	5598354.94421158
A03-0091	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/23/2022 06:00 AM	02/23/2022 02:00 PM	NA	02/28/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2217	2754	2485.5	NA	NA	NA	NA	NA	NA	5214.767792	16249.2514948372	NA	NA	3677.777209	9325.82323258951	NA	NA	2140.786626	2989.23023387523	NA	NA
C01-0027	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	10/25/2021 07:00 AM	10/26/2021 07:00 AM	NA	10/29/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35731.30414	17859.26968	26795.28691	NA	NA	NA	NA	NA	NA	23439.23226	15910.8973515128	705804.806177049	625706.282386592	20614.581377	10794.982935903	842134.534004001	663617.620628924	17789.930494	8566.80152514083	978464.261830953	753954.31766211
A02-0405	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/16/2022 09:00 AM	03/18/2022 09:00 AM	NA	03/18/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2213	1920	2066.5	NA	NA	NA	NA	NA	NA	12632.1498004	38930.7083756018	NA	NA	11092.7271834	34464.4545426692	NA	NA	9553.3045664	30034.4303324408	NA	NA
A03-0159	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	01/05/2022 06:00 AM	01/05/2022 02:00 PM	NA	01/10/2022	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1890	604	1247	NA	NA	NA	NA	NA	NA	5732.3981786	16049.603695315	NA	NA	4763.2233873	14288.4222373615	NA	NA	3794.048596	12534.3057006639	NA	NA
H01-0110	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/26/2022 08:00 AM	01/27/2022 08:00 AM	NA	01/28/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	580158.1478	636471.3299	608314.73885	NA	NA	NA	NA	NA	NA	927785.45702	1337837.68964501	6401944.92351534	9916966.3158899	889943.78112	1268524.72482106	6043442.00947489	9484834.77579679	852102.10522	1220197.2831706	5684939.09543443	9177425.33206853
A03-0018	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	10/01/2021 06:00 AM	10/01/2021 02:00 PM	NA	10/15/2021	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2335	1080	1707.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0168	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	05/04/2022 07:00 AM	05/05/2022 07:00 AM	12.627	05/11/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37937.00449	75908.38283	56922.69366	1813327.05583428	3628297.12574034	2720812.09078731	0.00362665411166856	0.00725659425148068	NA	57287.161043	92284.241555624	1818709.48913756	2625795.46879022	56111.253056	76011.5446143877	1856153.01885317	2391545.20411494	54935.345069	65784.3945384972	1893596.54856878	2551586.12281878
E01-0070	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/24/2022 08:55 AM	02/25/2022 08:55 AM	7.428	03/04/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8134.257887	8134.257887	8134.257887	228719.270527557	228719.270527557	228719.270527557	0.000635331307020992	0.000635331307020992	NA	86363.0205852	165488.545260568	1311001.18316829	2551213.64574091	86285.2865952	166988.180589432	1281376.26744453	2383520.73695454	86207.5526052	169950.519907657	1251751.35172077	2228776.42905204
A0242	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/15/2021 12:00 PM	02/15/2021 11:55 AM	9.8	02/18/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41256	68784	55020	1530474.574608	2551681.286112	2041077.93036	0.00316684856523754	0.0052799232041715	NA	45710.4	47708.6039374466	1604301.58936771	1590700.51595248	54679.2	49608.9276431734	1925659.65670739	1659242.61866482	63648	56021.9847034527	2247017.72404708	1898177.10634748
E02-0100	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	01/16/2022 08:00 AM	01/17/2022 08:00 AM	0.122	01/21/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	896019.6984	413046.8112	654533.2548	413799.835035482	190753.28660932	302276.560822401	0.0173065593908608	0.00797797099997157	NA	770523.88028	671750.150672619	938525.231728552	1315554.93359063	679746.65945	607305.211844108	823681.880385919	1003076.53356678	588969.43862	634925.444362445	708838.529043287	764646.332427011
N03-0042	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/04/2022 07:30 AM	03/05/2022 07:30 AM	0.58123	03/09/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69322.21055	77995.55585	73658.8832	152522.301618601	171605.342643882	162063.822131242	0.00823110100478147	0.00926094671580585	NA	94971.98225	55470.509059636	234532.564591256	190433.584248914	96924.337064	59708.9470348719	239917.509169517	205278.526901917	98876.691878	64825.4369395242	245302.453747778	221542.945737165
O01-0016	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/06/2022 06:00 AM	04/07/2022 07:00 AM	2.91	04/13/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8517.208965	8517.208965	8517.208965	93821.6824456639	93821.6824456639	93821.6824456639	0.00154540738668529	0.00154540738668529	NA	5053.563098	8498.89302810262	43267.8219197721	78540.9874002118	4745.2473382	6340.76856535838	40879.5277828457	66882.3808326441	4436.9315784	4833.20736379472	38491.2336459194	60182.4693107682
A01-0203	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/16/2022 12:00 AM	03/17/2022 12:00 AM	10.4	03/18/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20373.06726	32019.26854	26196.1679	802052.290381437	1260543.01696961	1031297.65367553	0.00165960166028273	0.00260830784838937	NA	25482.05648	18732.7411031249	1049371.69134516	709384.844631702	28926.5096037	30178.7452676639	1181923.0682739	1156409.41469154	32370.9627274	42363.2383078895	1314474.44520264	1642657.94336789
A02-0258	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	12/08/2021 09:00 AM	12/10/2021 09:00 AM	NA	12/10/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5581.908775	1868	3724.9543875	NA	NA	NA	NA	NA	NA	40020.9430572	149304.517869239	NA	NA	42947.4562623	161241.717813042	NA	NA	45873.9694674	173210.384045162	NA	NA
A02-0354	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	02/19/2022 09:00 AM	02/21/2022 09:00 AM	NA	02/21/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14260.55253	4752.978338	9506.765434	NA	NA	NA	NA	NA	NA	81035.983464	192426.470324824	NA	NA	80173.1437858	209313.825321232	NA	NA	79310.3041076	227271.158883892	NA	NA
C01-0066	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	12/23/2021 07:00 AM	12/24/2021 07:00 AM	6.434	01/04/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24386.80239	42686.21854	33536.510465	593948.569616426	1039636.85106021	816792.710338317	0.00118789713923285	0.00207927370212042	NA	72615.923528	143497.297680744	1886214.12011834	3822479.39548254	59820.312148	86687.3372121098	1543811.74523665	2322488.78876528	47024.700768	37357.8436059631	1201409.37035496	987426.648161422
A01-0011	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/21/2021 12:00 AM	08/21/2021 11:59 PM	10.554	08/24/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51799.74765	23210.10455	37504.9261	2069462.96616235	927271.926719152	1498367.44644075	0.00428212002599395	0.00191870536070012	NA	38528.04922	26085.2298891164	1605527.33247526	1080043.48990499	37749.055604	26646.4350374705	1592920.77957442	1203216.64060565	36970.061988	37914.2209275141	1580314.22667358	1705767.49939957
M03-0025	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	02/28/2022 11:30 AM	03/01/2022 11:30 AM	0.264	03/02/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37548.13917	50966.34127	44257.24022	37523.6667948146	50933.1234474139	44228.3951211142	0.00343938284095459	0.0046684806092955	NA	17304.662404	25202.3889487932	17114.6859713711	24709.3614480068	16202.7548448	30853.063586274	16527.5156941115	29819.6742817226	15100.8472856	37908.1171241817	15940.3454168518	36731.4795118559
A02-0218	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	11/10/2021 10:25 AM	11/12/2021 10:25 AM	NA	11/12/2021	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20996.05329	37805.6027	29400.827995	NA	NA	NA	NA	NA	NA	5733.3107818	15746.3119315241	NA	NA	8719.7446455	21683.1556647254	NA	NA	11706.1785092	28175.0169642945	NA	NA
