Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
E02-0056	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/23/2022 08:00 AM	03/24/2022 08:00 AM	165063.174962998	122312.069088221	0.128	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	165063.174962998	122312.069088221	143687.622025609	79978.4695214953	59264.1701692471	69621.3198453712	90184.531155542	182316.402949164	5348.40582731304	7876.45075424733	6342.67598390579	19751.4063473835	62622.2569456352	97329.4807050786	3308.37948382424	4048.51089208439	3346.64734649592	10116.7651631528	88855.705885767	179285.061276266	4596.52934615051	5097.77560651204	4392.0401763171	13261.8071759476	62914.9545398127	98674.6031786015	3061.55109817027	2724.63642894775	2274.99286746746	6787.35337134386	87526.880615992	176395.397655418	3844.65286498798	3156.57889327145	2441.4043687284	7418.35037387385	63207.6521339902	100503.174308657	2814.7227125163	2296.34017297927	1203.33838843899	3783.1342097489
N02-0012	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	03/13/2022 07:00 AM	03/14/2022 07:00 AM	3276.27612277865	3276.27612277865	10.868	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3276.27612277865	3276.27612277865	3276.27612277865	134785.461988676	134785.461988676	134785.461988676	27238.6193686067	20584.4344172179	13896.6574019101	9803.39699868523	16058.4547746202	13502.0500452911	927669.402343213	655477.746014776	530436.56181124	372980.594963697	600697.087065147	426245.318058574	29408.7777345714	21114.8799644515	15744.1724173572	10070.6941297132	18239.3719108143	15555.1905193441	1007040.77055094	666504.777330728	605219.849605785	377530.4619038	674772.216105813	427501.502176439	31578.9361005361	21908.0808223999	17591.6874328042	11557.2877245633	20420.2890470084	20276.0581443299	1086412.13875866	690153.015058016	680003.137400331	433776.533139283	748847.345146479	566721.127642254
A03-0087	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	01/12/2022 06:00 AM	01/12/2022 02:00 PM	37038.84646	71792.51567	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37038.84646	71792.51567	54415.681065	NA	NA	NA	190053.219903778	465401.13819506	229499.735689	811013.634763142	445374.696519333	3588760.90669301	NA	NA	NA	NA	NA	NA	126573.669080889	274996.851182181	137635.298313	463891.427424348	257883.105488	2064299.28978832	NA	NA	NA	NA	NA	NA	63094.118258	114200.816808318	45770.860937	118565.229008334	70391.5144566667	540042.149850085	NA	NA	NA	NA	NA	NA
H01-0114	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/31/2022 08:00 AM	02/01/2022 08:00 AM	257535.1667	296694.0397	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	257535.1667	296694.0397	277114.6032	1657289.53214234	1909284.59419532	1783287.06316883	813890.132893333	422876.013566646	712343.54335	546272.359010143	521927.91902	462393.075628662	5010635.27349652	3485744.70598564	6536505.66012202	4872434.55136581	3700296.51209439	3252122.53310453	796433.12606	406574.368108276	693812.62394	516763.617637494	534091.82131	456883.877975682	4993845.68197612	3490345.77350272	6478038.70281333	4904293.01087488	3543158.84647522	3004671.18291395	778976.119226667	399113.490601545	675281.70453	494324.872815016	546255.7236	453158.086489104	4977056.09045572	3527851.43363598	6419571.74550464	4995719.06179884	3386021.18085605	3155399.77466745
A03-0084	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	11/19/2021 06:00 AM	11/19/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	1079.35959933333	2617.78717703878	1228.11157716667	4520.30486172673	2456.22315433333	19904.5657395237	NA	NA	NA	NA	NA	NA	1559.79838172222	2087.01475819831	1557.80908225	2743.80917204015	1871.35424233333	8622.17453110819	NA	NA	NA	NA	NA	NA	2040.23716411111	3389.77666878215	1887.50658733333	4716.18827372239	1286.48533033333	10425.3279207861	NA	NA	NA	NA	NA	NA
A1063	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	06/03/2021 12:00 AM	06/03/2021 11:55 PM	4037.5	4037.5	8.332	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4037.5	4037.5	4037.5	127342.8958345	127342.8958345	127342.8958345	2259.58333333333	2304.61642011551	2738.375	3151.99293461506	3211	6501.19430972054	68239.2630483467	69929.9571619877	78016.52030554	88337.4820120871	94458.1959644225	182511.620650149	2733	2015.9781744723	2888	2766.51134245102	3132.625	5493.13410883124	81330.96094957	62742.7519911456	82055.7716195556	79207.3107068011	93332.370551855	160043.0973288	3206.41666666667	2184.08996048417	3037.625	2772.51332667348	3054.25	5562.9509201016	94422.6588507933	66969.9319485552	86095.0229335713	80596.3165891742	92206.5451392875	169270.583574797
A02-0418	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/23/2022 09:00 AM	03/25/2022 09:00 AM	19489.3123582005	6495.43077684937	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19489.3123582005	6495.43077684937	12992.3715675249	NA	NA	NA	6985.63905088889	17296.4186356059	933.488477	3435.88691728157	0	0	NA	NA	NA	NA	NA	NA	6121.76648494444	15290.7688908996	933.488477	3435.88691728157	0	0	NA	NA	NA	NA	NA	NA	5257.893919	13315.3045348361	933.488477	3435.88691728157	0	0	NA	NA	NA	NA	NA	NA
P01-0048	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/01/2022 10:02 AM	04/02/2022 10:02 AM	3428.5053703934	6857.2915624827	0.207	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3428.5053703934	6857.2915624827	5142.89846643805	2686.50779242716	5373.23563108229	4029.87171175473	15619.6283530444	22880.747543665	2909.10475468263	3307.36747615304	4108.96813776344	8206.04449331114	19139.4057123073	28996.9837893201	2668.83804424943	2799.69833937634	3493.19839938703	6821.64389885663	15953.7737360224	24257.2991413262	2254.02379618026	2873.9716960479	3041.76598554477	7582.08054965952	19596.8805988476	30703.7567330075	1960.38107656338	2164.82091811644	2482.84076720414	5736.03563102413	16287.9191190004	25674.5982450932	1598.94283767789	3094.72776185041	1974.5638333261	8131.14089563425	20054.355485388	32443.4834733371	1251.92410887732	2346.75045638692	1472.48313502126	6063.60130537534
A02-0281	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	01/05/2022 09:00 AM	01/07/2022 08:07 AM	0	3880.898505	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	3880.898505	1940.4492525	NA	NA	NA	30849.3591513333	63796.6705377204	14713.110137	32223.2569065286	25885.1714066667	130002.267687695	NA	NA	NA	NA	NA	NA	34720.9075810556	69710.9575087835	17918.5811481667	42717.5006696883	33283.7964233333	169400.28955051	NA	NA	NA	NA	NA	NA	38592.4560107778	75888.0454007048	21124.0521593333	53314.6281932307	40682.42144	208831.877277897	NA	NA	NA	NA	NA	NA
C01-0030	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	10/31/2021 07:00 AM	11/01/2021 07:00 AM	10012.01436	11681.07353	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10012.01436	11681.07353	10846.543945	NA	NA	NA	28820.6576893333	7032.19880471479	26926.358468	9044.74858718397	26202.19168	21343.4674862632	699806.908425547	450608.559882384	699806.908425547	450608.559882384	705804.806177049	625706.282386592	30581.9704127667	9483.78187984474	25823.04579315	11337.5337592668	21459.8529543	19687.1363855088	850430.954948735	563815.490102505	850430.954948735	563815.490102505	842134.534004001	663617.620628924	32343.2831362	14246.6443793873	24719.7331183	16992.0206882752	16717.5142286	22202.6198347663	1001055.00147192	746816.115933702	1001055.00147192	746816.115933702	978464.261830953	753954.31766211
A02-0152 b	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/10/2021 09:00 AM	08/11/2021 09:00 AM	89820	52380	11.938	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	89820	52380	71100	4058985.9717756	2367063.9635004	3213024.967638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E01-0011	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	11/22/2021 08:05 AM	11/23/2021 08:05 AM	185291.9009	140388.0425	1.984	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	185291.9009	140388.0425	162839.9717	1391589.13613836	1054349.77912049	1222969.45762943	NA	NA	52801.8938759	30224.9865804102	68566.369058	57779.7300714481	NA	NA	568860.635481285	923024.419558727	568860.635481285	923024.419558727	NA	NA	50090.21059765	29923.2396042944	66955.28518	52665.622771806	NA	NA	545885.359472836	781633.462972111	545885.359472836	781633.462972111	NA	NA	47378.5273194	31586.2309380235	65344.201302	48982.3694539866	NA	NA	522910.083464388	645314.793445815	522910.083464388	645314.793445815
A01-0211	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/26/2022 12:00 AM	03/27/2022 12:00 AM	62422.8981882334	39003.4134685993	9.5	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	62422.8981882334	39003.4134685993	50713.1558284163	2244814.49879185	1402617.15809262	1823715.82844223	32754.7274270581	14671.3821971519	31635.8961705118	23041.4778973278	30879.6259313822	56674.9550113616	1292769.62227876	568327.607002989	1146241.12283971	825256.586383367	1125463.36405469	2139231.5597288	32177.9348991641	13946.0539956098	30314.2691371031	20533.660861365	27846.0894282908	49310.8957555255	1271012.12404484	537904.639812904	1101862.4879127	722958.556975214	1021223.88613564	1835770.04350262	31601.14237127	14478.8976445766	28992.6421036944	18898.2924944412	24812.5529251993	43051.728733204	1249254.62581092	557796.371663534	1057483.8529857	655758.455877337	916984.408216596	1572763.65616819
A03-0243	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	03/28/2022 06:00 AM	03/28/2022 02:00 PM	0	0	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O01-0032	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/24/2022 09:00 AM	02/25/2022 09:00 AM	49153.19078	57833.2673	1.97	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49153.19078	57833.2673	53493.22904	366548.010423724	431277.577889083	398912.794156404	NA	NA	46876.7548714	47748.8203352555	60988.0626068	112740.371140865	NA	NA	273322.257308107	293704.90365486	341472.912185968	722430.096724908	NA	NA	42068.8848644	38245.5039248573	53954.3395338	85884.0110406631	NA	NA	247812.946835575	236725.089697828	306051.989443297	559092.763457477	NA	NA	37261.0148574	30659.0492527309	46920.6164608	64947.0536819481	NA	NA	222303.636363044	190830.882445411	270631.066700626	427981.369800846
D01-0070	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/29/2022 07:40 AM	03/30/2022 07:40 AM	13088.8380669057	10470.7421734929	1.26	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13088.8380669057	10470.7421734929	11779.7901201993	62428.7393186253	49941.4256850118	56185.0825018186	204386.735217891	243361.742300036	252971.2189883	386008.679176525	244793.203666806	746231.629109796	979095.940599794	1175970.22744798	1214090.59291185	1866037.10891314	1170994.43131916	3588947.53059351	191593.703212409	255749.494280384	246262.808219763	405795.326112404	231310.497590806	763321.898563016	919755.149391462	1236052.49198305	1184203.09882324	1961466.14073365	1107903.76620835	3671559.40951723	178800.671206927	269657.007553408	239554.397451226	426844.855800289	217827.791514807	783842.489619795	860414.358183129	1303062.21481531	1154315.60473462	2062648.39637289	1044813.10109755	3769879.57781006
A02-0472	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/25/2022 09:00 AM	04/27/2022 09:00 AM	231076.560616493	236798.315942287	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	231076.560616493	236798.315942287	233937.43827939	NA	NA	NA	173614.708762616	272022.585324398	258248.464465141	426835.332044972	265639.861375093	1876601.65576443	NA	NA	NA	NA	NA	NA	179403.197108768	296568.156076561	267583.317162934	471790.667627666	292984.238495119	2102830.91568661	NA	NA	NA	NA	NA	NA	185191.68545492	322306.955320352	276918.169860728	518827.005067844	320328.615615144	2329134.59993884	NA	NA	NA	NA	NA	NA
A1045	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/06/2021 12:00 AM	05/06/2021 11:55 PM	9720	9720	12.281	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9720	9720	9720	451869.3884412	451869.3884412	451869.3884412	14553.4	14716.5952244521	8453.7	9407.42678143511	3956.4	7849.70303322593	489324.591777466	479700.635196922	293460.424265931	302147.968317669	167469.746913516	357428.150913069	14737.4	17182.3193075039	8683.5	10503.1126607336	3440.4	6198.64636147284	491294.979447322	561598.470266361	295981.466443503	331935.14077957	144048.067637556	278496.9127478	14921.4	19862.0720685026	8913.3	11842.8936347103	2924.4	4925.30636862299	493265.367117178	651049.739107396	298502.508621075	373189.854537225	120626.388361596	214408.603215875
A02-0210	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	11/03/2021 11:22 AM	11/05/2021 11:22 AM	72530.00647	56394.03045	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	72530.00647	56394.03045	64462.01846	NA	NA	NA	11845.4540296667	15895.1867860203	2907.4037245	5585.96707034619	4994.55712733333	20640.0556242339	NA	NA	NA	NA	NA	NA	14565.8509651667	16141.2771178142	6060.52906191667	8889.64383048727	8428.800603	25529.5261521916	NA	NA	NA	NA	NA	NA	17286.2479006667	17189.0704612006	9213.65439933333	14380.8368400919	11863.0440786667	41494.1138028692	NA	NA	NA	NA	NA	NA
A02-0290	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	01/12/2022 09:00 AM	01/14/2022 09:00 AM	959087.7199	18030.44312	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	959087.7199	18030.44312	488559.08151	NA	NA	NA	42126.9834423333	93833.7988235737	49149.1403655	166331.154222743	5713.45843366667	23160.2331677221	NA	NA	NA	NA	NA	NA	46240.3172997222	96229.716648572	52483.4782764167	171112.449083879	5697.26597516667	23851.6708886454	NA	NA	NA	NA	NA	NA	50353.6511571111	99677.4432624591	55817.8161873333	176056.215027184	5681.07351666667	26282.2431143118	NA	NA	NA	NA	NA	NA
A02-0071	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/01/2021 10:20 AM	09/01/2021 10:20 AM	2672.88994	2672.88994	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2672.88994	2672.88994	2672.88994	NA	NA	NA	NA	NA	127330.978098833	274942.743668221	141293.438447667	1076200.19028228	NA	NA	NA	NA	NA	NA	NA	NA	110633.60635675	234609.520264131	106484.6984715	797936.275755231	NA	NA	NA	NA	NA	NA	NA	NA	93936.2346146667	206640.13145305	71675.9584953333	519755.715970799	NA	NA	NA	NA	NA	NA
O01-0002	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/14/2022 06:15 AM	04/15/2022 06:15 AM	7225.54329782725	7225.54329782725	1.39	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7225.54329782725	7225.54329782725	7225.54329782725	38018.7849584893	38018.7849584893	38018.7849584893	4739.56220969558	4891.63897005817	3983.74146223068	4595.23942052945	3463.71982712298	8787.44658694357	36113.6566100308	34840.0300958069	32679.0576779581	37098.136079666	26173.6303493045	57838.4915850867	4361.36340536177	3855.8341721953	3850.33905319869	4823.70281654399	3749.03076840564	11279.5182513892	32951.4355970341	28073.4519592618	31023.1217299765	37511.536531641	26801.3817423114	73097.6901925453	3983.16460102796	3677.60296889003	3716.93664416671	5487.87994775603	4034.3417096883	13947.2280079822	29789.2145840374	26956.6051598092	29367.185781995	41178.1759669232	27429.1331353184	91600.3742740779
