Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A0246	13754	OneStep RT-ddPCR	Human RNase P		36960					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				119184	SARS-CoV-2 N2				49296																																				CDC N1/N2/RP Triplex	0.005	Sample		11/13/20	100			PEG Precipitation	4				MS	WWTP	Sample	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GS	11/8/20 0:00	Composite	11/8/20 23:59	11/8/20 0:00			Pass	TD	11/13/20		Monongalia	Processing	Complete
J01-0041																																																																															WWTP												AlpineLakeWWTP-01												Preston		
E01-0001	14999	OneStep RT-ddPCR	Human RNase P	9.41427528858184	10002.6674941182	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	H7	AP0016	C07	JL	SARS-CoV-2 N1	28.254132270813	0	1040.98007202148	30020.0155377388	SARS-CoV-2 N2	7.84496784210206	0	1205.93536376953	8335.27833223344																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	C06	JL	WWTP	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP0031	C07	JL	PrincetonWWTP-01	TT	10/27/21 7:50	Composite	10/27/21 8:00	10/26/21 8:00			Pass	JL	10/29/21	7.05	Mercer	Processing	Processing
A01-0031	17045	OneStep RT-ddPCR	Human RNase P	24.86085176	26414.655					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K3	AP0007	A03	JL	SARS-CoV-2 N1	64.96977329	0	1303.838043	69030.38412	SARS-CoV-2 N2	64.96977329	0	1366.207123	69030.38412																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A03	JL	WWTP	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0009	A03	JL	StarCityWWTP-01	GG	9/6/21 23:55	Composite	9/6/21 23:55	9/6/21 0:00	9.768 		Pass	JL	9/7/21	6.56	Monongalia	Processing	Complete
A02-0118	12128	OneStep RT-ddPCR	Human RNase P	23.29260588	24748.39374					9/24/21	Manual	DQ		QX 200	CDC nCov-2 Triplex	H6	AP0009	A06	JL	SARS-CoV-2 N1	0	0	878.4640503	0	SARS-CoV-2 N2	0	0	968.4371185	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	A06	JL	WVU Morgantown	Sample	9/24/21	0.4	XXXXXX	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP0016	A06	JL	CollegePark-02	EL	9/20/21 10:06	Composite	9/20/21 9:00	9/18/21 9:00					9/20/21		Monongalia	Processing	Complete
A02-0140	14328	OneStep RT-ddPCR	Human RNase P	25.17905235	26752.74312					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	F3	AP0012	C01	JL	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	2.960690558	0	2077.493896	3145.733718																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	A03	JL	WVU Morgantown	Sample	10/5/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F3	EP0020	A03	JL	OaklandE-02	EL	10/4/21 9:35	Composite	10/4/21 9:00	10/2/21 9:00			Pass	JL	10/4/21	8.16	Monongalia	Processing	Complete
H01-0072																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A1068		OneStep RT-ddPCR				BRSV		0		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.48				WWTP	Sample	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	6/10/21 23:55	Composite	6/10/21 23:55	6/10/21 0:00	6.787 		Pass	JL	6/11/21	6.48	Monongalia	Processing	Complete
A01-0029	16888	OneStep RT-ddPCR	Human RNase P	34.85736132	37035.9464					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A1	AP0008	A01	JL	SARS-CoV-2 N1	103.3279514	0	1320.22522	109785.9484	SARS-CoV-2 N2	115.9258652	0	1524.019623	123171.2317																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A01	JL	WWTP	Sample	9/13/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A1	EP0011	A01	JL	StarCityWWTP-01	GG	9/7/21 23:55	Composite	9/7/21 23:55	9/7/21 0:00	9.116 		Pass	JL	9/13/21	6.75	Monongalia	Processing	Complete
A1043	12654	OneStep RT-ddPCR	Human RNase P		39060					5/7/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample	Reconc vol estimated	5/7/21	100			PEG Precipitation	5					WWTP	Sample		0.2			Qiagen QIAamp Viral RNA Mini	0.06					StarCityWWTP-01	GG	5/4/21 23:55	Composite	5/4/21 23:55	5/4/21 0:00	11.798 		Pass	Josh Lambert	5/7/21		Monongalia	Processing	Complete
H01-0076																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0090	17810	OneStep RT-ddPCR	Human RNase P	30.40574074	32306.09953					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L5	AP0007	B05	JL	SARS-CoV-2 N1	48.93283844	0	1303.838043	51991.14084	SARS-CoV-2 N2	70.12454033	0	1366.207123	74507.3241																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A05	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0010	A05	JL	CollegePark-02	EL	9/8/21 10:07	Composite	9/8/21 9:00	9/6/21 9:00			Pass	JL	9/8/21	7.07	Monongalia	Processing	Complete
H01-0053																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0168	18118	OneStep RT-ddPCR	Human RNase P	29.14935827	30971.19316					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	D2	AP0013	B03	JL	SARS-CoV-2 N1	30.68438053	0	1707.766876	32602.15431	SARS-CoV-2 N2	35.28995991	0	1836.244965	37495.5824																																				CDC N1/N2/RP Triplex	0.005	Sample		10/13/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0024	C02	JL	WVU Morgantown	Sample	10/13/21	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D2	EP0024	B02	JL	NorthHighSt-02 (MUB)	EL	10/13/21 10:10	Composite	10/13/21 10:10	10/11/21 10:10			Pass	JL	10/13/21	7.75	Monongalia	Processing	Complete
A01-0070		OneStep RT-ddPCR	Human RNase P			None				2021-11-01	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	E3	AP0015	G03	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-27	10	NT04474	Kookaburra	Nanotrap	0.425		CP0029	C03	JL	WWTP	Sample	2021-10-27	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	E3	EP0029	B03	JL	StarCityWWTP-01	GG	10/23/21 23:55	Composite	10/23/21 23:55	10/23/21 0:00			Pass	JL	10/27/21	6.84	Monongalia	Processing	Processing
A02-0020	17034	OneStep RT-ddPCR	Human RNase P	19.34643626	20555.58853					8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	9.671230316	0	1047.2155	10275.68221	SARS-CoV-2 N2	11.05315924	0	1082.352142	11743.9822																																				CDC N1/N2/RP Triplex	0.005	Sample		8/20/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425	6.88	CP000000	B01	JL	WVU Morgantown	Sample	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP000000	A07	JL	Evansdale-01	EL	8/20/21 9:17	Composite	8/20/21 9:30	8/20/21 9:18			Pass	Jl	8/20/21	6.88	Monongalia	Processing	Complete
A01-0026	11747	OneStep RT-ddPCR	Human RNase P	33.67873192						9/2/21	Manual	DQ		QX One	BRSV Triplex	I1	AP000000	H03	JL	SARS-CoV-2 N1	21.04382753	0	3138.026123	52609.56883	SARS-CoV-2 N2	33.67873192	0	3336.080627	84196.8298																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	C06	JL	WWTP	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05					StarCityWWTP-01	DW	8/31/21 23:55	Composite	8/31/21 23:55	8/31/21 0:00	10.024 		Pass	JL	9/3/21	6.42	Monongalia	Processing	Complete
B01-0071		OneStep RT-ddPCR	Human RNase P			None				2021-11-01	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	D6	AP0015	D06	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-27	10	NT04474	Kookaburra	Nanotrap	0.425		CP0029	B02	JL	WWTP	Sample	2021-10-27	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D6	EP0029	A06	JL	CharlestonWWTP-01	KM	10/25/21 8:20	Composite	11/25/21 7:00	11/24/21 7:00			Pass	JL	10/27/21	7.17	Kanawha	Processing	Processing
A02-0047																																																																			Sample													Sample																									Unknown
B01-0019																																																																			Sample		2021-10-25	10	NT04474	Halcyon	Nanotrap	0.425		CP0028	C01	JL	WWTP	Sample	2021-10-25	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B5	EP0028	B05	JL	CharlestonWWTP-01	KM	10/20/21 8:30	Composite	10/20/21 7:00	10/19/21 7:00	6.558		Pass	JL	10/25/21	7.14	Kanawha	Processing	Processing
H01-0073																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
H01-0077																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
B01-0057																																																																			Sample												WWTP	Sample											CharlestonWWTP-01	-	11/5/21 7:15	Composite	11/5/21 7:00	11/4/21 7:00			Pass	JL	11/9/21	6.72	Kanawha	Processing	Processing
A02-0135	11050	OneStep RT-ddPCR	Human RNase P	115.3016376	122507.99					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	D2	AP0011	B02	JL	SARS-CoV-2 N1	22.13119268	1355.395355	0	23514.39223	SARS-CoV-2 N2	46.49867058	1548.404388	0	49404.83749																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D2	CP0019	B04	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D2	EP0019	B02	JL	OaklandE-02	EL	10/1/21 9:44	Composite	10/1/21 9:44	9/1/21 9:44			Pass	JL	10/1/21		Monongalia	Processing	Complete
A1021	11698	OneStep RT-ddPCR	Human RNase P		36210					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				42240	SARS-CoV-2 N2				12060																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	GG	4/4/21 11:55	Composite	4/4/21 11:55	4/4/21 12:00	9.589		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
H01-0064																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
C01-0027	16804	OneStep RT-ddPCR	Human RNase P	11.2044811248779	11904.7611951828	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	H1	AP0016	C01	JL	SARS-CoV-2 N1	33.6294627189636	0	1040.98007202148	35731.3041388988	SARS-CoV-2 N2	16.8087244033813	0	1205.93536376953	17859.2696785927																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	A05	JL	WWTP	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP0031	C01	JL	WheelingWWTP-01	GZ	10/26/21 7:00	Composite	10/26/21 7:00	10/25/21 7:00			Pass	JL	10/29/21	7.06	Ohio	Processing	Processing
E01-0005																																																																			Sample												WWTP	Sample											PrincetonWWTP-01	TT	11/4/21 8:00	Composite	11/4/21 8:00	11/3/21 8:00			Pass	JL	11/5/21	6.71	Mercer	Processing	Processing
I01-0008																																																																															WWTP												WarmSpringsWWTP-01	-	11/18/2021 08:00 AM	Composite	11/18/2021 08:00 AM	11/17/2021 08:00 AM			Pass	AJ	11/19/2021	6.63	Morgan		
A02-0121	13921	OneStep RT-ddPCR	Human RNase P	16.90817237	17964.93314					9/24/21	Manual	DQ		QX 200	CDC nCov-2 Triplex	J2	AP0009	C02	JL	SARS-CoV-2 N1	15.21680832	0	878.4640503	16167.85884	SARS-CoV-2 N2	15.21680832	0	968.4371185	16167.85884																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	C06	JL	WVU Morgantown	Sample	9/24/21	0.4	XXXXXX	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J2	EP0016	B06	JL	HonorsSummit-01 (MUB)	EL	9/22/21 9:47	Composite	9/22/21 9:47	9/20/21 9:47			Pass	JL	9/22/21	7.27	Monongalia	Processing	Complete
A02-0185	34	OneStep RT-ddPCR	Human RNase P			None				2021-11-01	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A8	AP0015	A08	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-25	10	NT04474	Halcyon	Nanotrap	0.425		CP0028	B02	JL	WVU Morgantown	Sample	2021-10-25	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A8	EP0028	A08	JL	CollegePark-02	EL	10/22/21 10:29	Composite	10/22/21 10:02	10/20/21 10:02			Pass	JL	10/25/21	7.41	Monongalia	Processing	Processing
A01-0059	10172	OneStep RT-ddPCR	Human RNase P	2.3132686316967	2457.84792117774	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	I5	AP0014	E05	JL	SARS-CoV-2 N1	34.7229313850402	0	2152.00729370118	36893.1145966052	SARS-CoV-2 N2	11.5686178207397	0	2493.55224609376	12291.656434536																																				CDC N1/N2/RP Triplex	0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	D01	JL	WWTP	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I5	EP0026	B05	JL	StarCityWWTP-01	GG	10/9/21 23:55	Composite	10/9/21 23:55	10/9/21 0:00	8.547 		Pass	JL	10/13/21	6.76	Monongalia	Processing	Complete
A02-0233																																																																															WVU Morgantown												Evansdale-01	BL	11/29/2021 09:55 AM	Composite	11/29/2021 09:00 AM	11/27/2021 09:00 AM			Pass	JL	11/29/2021	7.47	Monongalia		
A1014	10126	OneStep RT-ddPCR	Human RNase P		29274					3/30/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				19530																																				CDC N1/N2/RP Triplex	0.005	Sample		3/26/21	100			PEG Precipitation	7				MVS	WWTP	Sample	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	EL	3/26/21 10:54	Composite	3/24/21 12:00	3/24/21 12:00	8.188		Pass	MVS	3/26/21		Monongalia	Processing	Complete
A02-0181		OneStep RT-ddPCR	Human RNase P			None				2021-11-01	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A4	AP0015	A04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-25	10	NT04474	Halcyon	Nanotrap	0.425		CP0028	A04	JL	WVU Morgantown	Sample	2021-10-25	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A4	EP0028	A04	JL	Evansdale-01	EL	10/22/21 9:19	Composite	10/22/21 9:19	10/20/21 9:19			Pass	JL	10/25/21	7.58	Monongalia	Processing	Processing
A02-0210																																																																			Sample												WVU Morgantown	Sample											NorthHighSt-02 (MUB)	EL	11/5/21 11:22	Composite	11/5/21 11:22	11/3/21 11:22			Pass	JL	11/5/21	7.34	Monongalia	Processing	Processing
A03-0034	20738	OneStep RT-ddPCR	Human RNase P	2.947164774	3131.362572					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I7	AP0012	G03	JL	SARS-CoV-2 N1	7.368445396	0	1593.187866	7828.973234	SARS-CoV-2 N2	16.21292472	0	2077.493896	17226.23251																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	D03	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I7	EP0021	B07	JL	CheatLakeES-01	BL	9/30/21 11:10	Composite	9/29/21 14:00	9/29/21 6:00			Pass	JL	10/6/21	7.35	Monongalia	Processing	Complete
C01-0021																																																																			Sample												WWTP	Sample																									Unknown
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.37623835	24837.25324					8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.24017906	0	1714.019012	52317.69228	SARS-CoV-2 N2	46.77571774	0	1783.141785	49699.20111	None																																			CDC N1/N2/RP Triplex	0.005	Sample		8/16/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP000000	B01	JL	WVU Morgantown	Sample	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	CollegePark-02	Eric Lundstrom	8/13/21 10:18	Composite	8/13/21 9:55	8/11/21 9:55			Pass	Josh Lambert	8/13/21	7.8	Monongalia	Processing	Complete
J01-0018																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A01-0030	16491	OneStep RT-ddPCR	Human RNase P	34.26821947	36409.98319					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A2	AP0008	A02	JL	SARS-CoV-2 N1	147.4215889	0	1320.22522	156635.4382	SARS-CoV-2 N2	180.4675293	0	1524.019623	191746.7499																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A02	JL	WWTP	Sample	9/13/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A2	EP0011	A02	JL	StarCityWWTP-01	GG	9/8/21 23:55	Composite	9/8/21 23:55	9/8/21 0:00	8.923 		Pass	JL	9/13/21	6.76	Monongalia	Processing	Complete
C01-0030																																																																			Sample												WWTP	Sample											WheelingWWTP-01	GZ	11/1/21 7:00	Composite	11/1/21 7:00	10/31/21 7:00			Pass	JL	11/5/21	7.08	Ohio	Processing	Processing
E02-0002																																																																			Sample												WWTP	Sample											AthensWWTP-01	-	11/4/21 8:00	Composite	11/4/21 8:00	11/3/21 8:00			Pass	JL	11/8/21	6.2	Mercer	Processing	Processing
A02-0025	13137	OneStep RT-ddPCR	Human RNase P	1.646097451	1748.978542					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B4	AP0005	D01	JL	SARS-CoV-2 N1	0	0	2615.09491	0	SARS-CoV-2 N2	26.3526082	0	2786.116028	27999.64622																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0005	A04	JL	WVU Morgantown	Sample	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B4	EP0005	A04	JL	Evansdale-01	EL	8/23/21 9:13	Composite	8/23/21 9:16	8/21/21 9:16			Pass	JL	8/23/21	7.15	Monongalia	Processing	Complete
A0050	14694	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				33642	SARS-CoV-2 N2				33642																																				CDC N1/N2/RP Triplex	0.005	Sample		1/3/21	100			PEG Precipitation	7				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/29/20 0:00	Composite	12/29/20 11:59	12/29/20 12:00			Pass	TD	1/14/21		Monongalia	Processing	Complete
A02-0137	11385	OneStep RT-ddPCR	Human RNase P	17.60913968	18709.71091					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	D4	AP0011	D02	JL	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	9.781135321	1548.404388	0	10392.45628																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D4	CP0019	B06	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D4	EP0019	B04	JL	NorthHighSt-02 (MUB)	EL	10/1/21 10:38	Composite	10/1/21 10:39	9/29/21 10:39			Pass	JL	10/1/21		Monongalia	Processing	Complete
A02-0196	13786	OneStep RT-ddPCR	Human RNase P	35.8693146705628	38111.146837473	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G1	AP0016	B01	JL	SARS-CoV-2 N1	5.12084126472474	0	1040.98007202148	5440.89384377004	SARS-CoV-2 N2	8.53535413742066	0	1205.93536376953	9068.81377100945																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	A03	JL	WVU Morgantown	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	G1	EP0031	B01	JL	HonorsSummit-01 (MUB)	CA	10/29/21 11:55	Composite	10/29/21 9:55	10/27/21 9:55			Pass	JL	10/29/21	7.05	Monongalia	Processing	Processing
A02-0053	13324	OneStep RT-ddPCR	Human RNase P	129.3278694	137410.8613					9/2/21	Manual	DQ		QX One	BRSV Triplex	G1	AP000000	A02	JL	SARS-CoV-2 N1	143.7464333	0	3138.026123	152730.5853	SARS-CoV-2 N2	121.3217831	0	3336.080627	128904.3945																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	B03	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G1	EP0007	A09	JL	OaklandE-02	EL	8/27/21 9:57	Grab	8/27/21 9:57	8/27/21 9:57			Pass	JL	8/27/21	8.76	Monongalia	Processing	Complete
A03-0055																																																																			Sample												K-12	Sample											MorgantownHS-01	BL	10/29/21 13:50	Composite	10/29/21 13:50	10/29/21 6:00			Pass	JL	11/1/21	5.84	Monongalia	Processing	Processing
I01-0004																																																																			Sample												WWTP	Sample											WarmSpringsWWTP-01	-	11/2/21 10:30	Composite	11/2/21 7:00	11/1/21 7:00			Pass	AJ	11/8/21	7.08	Morgan	Processing	Processing
J01-0011																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0163	17400	OneStep RT-ddPCR	Human RNase P	63.07221413	67014.22751					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	B5	AP0013	E01	JL	SARS-CoV-2 N1	38.11803102	0	1707.766876	40500.40796	SARS-CoV-2 N2	43.98740768	0	1836.244965	46736.62066																																				CDC N1/N2/RP Triplex	0.005	Sample		10/11/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0023	B01	JL	WVU Morgantown	Sample	10/11/21	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B5	EP0023	A05	JL	NorthHighSt-02 (MUB)	EL	10/11/21 9:41	Composite	10/11/21 9:00	10/9/21 9:00			Pass	JL	10/11/21	6.93	Monongalia	Processing	Complete
