Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A1076	11430	OneStep RT-ddPCR		70.1		BRSV		166487.5		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	2.06			4892.5																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.47				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/22/21 23:55	Composite	6/22/21 23:55	6/22/21 0:00	12.985		Pass	JL	6/25/21	6.47	Monongalia	Processing	Complete
A03-0095	14635	OneStep RT-ddPCR	Human RNase P	22.5192642211914	40112.4393939972	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F2	AP0023	F02	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	1.60780429840088	0	1109.43168640137	2863.90140652656																																					0.005			2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	B04	LW			2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	F2	EP0042	B02	LW														Processing	Complete
A01-0027	17102	OneStep RT-ddPCR	Human RNase P	45.44618607	48286.57269					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K1	AP0007	A01	JL	SARS-CoV-2 N1	71.65204525	0	1303.838043	76130.29808	SARS-CoV-2 N2	82.69483566	0	1366.207123	87863.26289																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A01	JL	WWTP	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K1	EP0009	A01	JL	StarCityWWTP-01	DW	9/4/21 23:55	Composite	9/4/21 23:55	9/4/21 0:00	9.983		Pass	JL	9/7/21	6.38	Monongalia	Processing	Complete
A0247	15880	OneStep RT-ddPCR	Human RNase P		71160					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				1542888	SARS-CoV-2 N2				961152																																				CDC N1/N2/RP Triplex	0.005	Sample		11/13/20	100			PEG Precipitation	4				MS	WWTP	Sample	11/17/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	11/9/20 0:00	Composite	11/9/20 23:59	11/9/20 0:00	6.909		Pass	TD	11/13/20		Monongalia	Processing	Complete
A02-0128	13251	OneStep RT-ddPCR	Human RNase P	28.4278965	30204.64003					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L7	AP0010	B07	JL	SARS-CoV-2 N1	17.76340961	0	1097.667847	18873.62272	SARS-CoV-2 N2	26.65014505	0	1200.682373	28315.77912																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	C03	JL	WVU Morgantown	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L7	EP0017	B03	JL	Evansdale-01	EL	9/27/21 9:15	Composite	9/27/21 9:15	9/25/21 9:15			Pass	JL	9/27/21	6.74	Monongalia	Processing	Complete
A03-0118	14124	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F5	AP0023	F05	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	0	0	1109.43168640137	0																																					0.005			2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	C01	LW			2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	F5	EP0042	B05	LW														Processing	Complete
A02-0067	9943	OneStep RT-ddPCR	Human RNase P	624.9224854	663980.1407					9/2/21	Manual	DQ		QX One	BRSV Triplex	H4	AP000000	D03	JL	SARS-CoV-2 N1	578.3364487	0	3138.026123	614482.4767	SARS-CoV-2 N2	573.4379578	0	3336.080627	609277.8301																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	D02	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H4	EP0007	B08	JL	OaklandE-02	EL	9/1/21 9:27	Grab	9/1/21 9:27	9/1/21 9:27			Pass	JL	9/1/21	8.64	Monongalia	Processing	Complete
H01-0031	13666	OneStep RT-ddPCR	Human RNase P	6.888000965	12269.25172	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	B3	AP0022	B08	JL	SARS-CoV-2 N1	39.6335721	0	1092.976303	70597.30031	SARS-CoV-2 N2	17.22378492	0	1279.930573	30679.8669																																					0.005	Sample		2021-11-19	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0038	D05	AJ	WWTP	Sample	2021-11-19	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	B3	EP0038	B08	AJ	MoundsvilleWWTP-01	-	11/11/21 8:15	Composite	11/11/21 8:00	11/10/21 8:00			Pass	AJ	11/19/21	7.27	Marshall	Processing	Complete
A01-0017	13951	OneStep RT-ddPCR	Human RNase P	18.61194968	19775.19654					9/2/21	Manual	DQ		QX One	BRSV Triplex	H1	AP000000	A03	JL	SARS-CoV-2 N1	175.9004974	0	3138.026123	186894.2785	SARS-CoV-2 N2	189.9719429	0	3336.080627	201845.1893																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	C05	JL	WWTP	Sample	9/2/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H1	EP0007	B05	JL	StarCityWWTP-01	JT	8/29/21 23:55	Composite	8/29/21 23:55	8/29/21 0:00	9.281		Pass	JL	9/1/21	6.91	Monongalia	Processing	Complete
B01-0002	17169	OneStep RT-ddPCR	Human RNase P	4.111736417	4368.719943					9/24/21	Manual	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	H8	AP0009	A08	JL	SARS-CoV-2 N1	32.91402817	0	878.4640503	34971.15493	SARS-CoV-2 N2	38.40417862	0	968.4371185	40804.43978																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	B02	JL	WWTP	Sample	9/24/21	0.4	XXXXXX	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H8	EP0016	A08	JL	CharlestonWWTP-01	KM	9/17/21 8:00	Composite	9/17/21 7:00	9/16/21 7:00			Pass	JL	9/21/21	6.75	Kanawha	Processing	Complete
A1082	11677	OneStep RT-ddPCR		115.14		BRSV		273457.5		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	2.02			4797.5	SARS-CoV-2 N2	2.02			4797.5																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.47				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/30/21 23:55	Composite	6/30/21 23:55	6/30/21 0:00	7.983		Pass	JL	7/9/21	6.47	Monongalia	Processing	Complete
A1042	14297	OneStep RT-ddPCR	Human RNase P		39510					5/7/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample	Reconc vol estimated	5/7/21	100			PEG Precipitation	5					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	GG	5/3/21 23:55	Composite	5/3/21 23:55	5/3/21 0:00	10.8		Pass	Josh Lambert	5/7/21		Monongalia	Processing	Complete
L01-0024																																																																																											WestUnionWWTP-01												Doddridge		
A03-0002	16149	OneStep RT-ddPCR	Human RNase P	18.9488852	20133.19053					9/24/21	Manual	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	I2	AP0009	B02	JL	SARS-CoV-2 N1	0	0	878.4640503	0	SARS-CoV-2 N2	0	0	968.4371185	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	B04	JL	K-12	Sample	9/24/21	0.4	XXXXXX	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I2	EP0016	A10	JL	NorthES-01	BL	9/21/21 9:00	Composite	9/20/21 14:00	9/20/21 6:00			Pass	JL	9/21/21	8.62	Monongalia	Processing	Complete
C01-0014	14965	OneStep RT-ddPCR	Human RNase P	13.62097263	14472.28342					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	A5	AP0012	E06	JL	SARS-CoV-2 N1	31.34185791	0	1593.187866	33300.72403	SARS-CoV-2 N2	46.34850502	0	2077.493896	49245.28658																																				CDC N1/N2/RP Triplex	0.005	Sample	FLOW: 8.81	10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	D03	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A5	EP0022	C05	JL	WheelingWWTP-01	MVC	10/5/21 7:05	Composite	10/5/21 7:00	10/4/21 7:00	8.81		Pass	JL	10/8/21	6.64	Ohio	Processing	Complete
B01-0023	11882	OneStep RT-ddPCR	Human RNase P	5.941520333	6312.865354	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	L1	AP0014	A07	JL	SARS-CoV-2 N1	131.0612869	0	2152.007294	139252.6174	SARS-CoV-2 N2	129.0700531	0	2493.552246	137136.9314																																				CDC N1/N2/RP Triplex	0.005	Sample		10/20/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0027	C01	JL	WWTP	Sample	10/20/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L1	EP0027	B01	JL	CharlestonWWTP-01	KM	10/15/21 7:30	Composite	10/15/21 7:00	10/14/21 7:00			Pass	JL	10/20/21		Kanawha	Processing	Complete
A02-0349																																																																																											WVU-Morgantown												Monongalia		
C01-0019	12855	OneStep RT-ddPCR	Human RNase P	7.322620749	7780.284546	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G7	AP0017	D07	AJ	SARS-CoV-2 N1	25.63914776	0	560.2787018	27241.59449	SARS-CoV-2 N2	23.80685329	0	653.7683868	25294.78163																																					0.005	Sample		10/15/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0025	D05	JL	WWTP	Sample	10/15/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G7	EP0025	D05	JL	WheelingWWTP-01	MVC	10/13/21 7:00	Composite	10/13/21 7:00	10/12/21 7:00			Pass	JL	10/15/21	6.31	Ohio	Processing	Complete
A02-0361																																																																																											WVU-Morgantown												Monongalia		
K01-0019																																																																																											ParkersburgWWTP-01												Wood		
C01-0006	10294	OneStep RT-ddPCR	Human RNase P	45.75927258	48619.22711					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A6	AP0010	C06	JL	SARS-CoV-2 N1	34.31110859	0	1097.667847	36455.55288	SARS-CoV-2 N2	70.96486092	0	1200.682373	75400.16472																																				CDC N1/N2/RP Triplex	0.005	Sample	FLOW 7.859	9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	D04	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A6	EP0017	B10	JL	WheelingWWTP-01	MVC	9/21/21 7:00	Composite	9/21/21 7:00	9/20/21 7:00	7.859		Pass	JL	9/24/21	6.33	Ohio	Processing	Complete
J01-0032																																																																															WWTP												AlpineLakeWWTP-01												Preston		
H01-0048																																																																															WWTP												MoundsvilleWWTP-01		11/23/2021 08:15 AM	Composite	11/23/2021 08:00 AM	11/22/2021 08:00 AM			Fail: Temperature Above Threshold	JL	11/29/2021		Marshall		
A02-0156 c	11921	OneStep RT-ddPCR	Human RNase P		53310					3/15/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				29610	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A07-0018		100			PEG Precipitation	5					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	EL	2/25/21 12:00	Composite	2/25/21 12:00	2/25/21 12:00	11.789		Pass				Monongalia	Rejected	Test
A01-0093	15524	OneStep RT-ddPCR	Human RNase P	88.07405472	156881.91	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	A3	AP0022	A08	JL	SARS-CoV-2 N1	57.66643524	0	1092.976303	102718.3378	SARS-CoV-2 N2	74.38576221	0	1279.930573	132499.6389																																					0.005	Sample		2021-11-19	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0038	B04	AJ	WWTP	Sample	2021-11-19	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	A3	EP0038	A08	AJ	StarCityWWTP-01	GG	11/18/21 23:55	Composite	11/18/21 23:55	11/18/21 0:00			Pass	AJ	11/29/21	7.33	Monongalia	Processing	Complete
G02-0013																																																																			Sample		11/12/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0035	D02	AJ	WVU Keyser	Sample	11/12/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H6	EP0035	B06	AJ	PotomacState-01	S	11/10/21 9:00	Composite	11/10/21 9:00	11/9/21 11:00			Pass	JL	11/12/21	7.03	Mineral	Processing	Processing
A01-0127																																																																																											StarCityWWTP-01												Monongalia		
A02-0204	16549	OneStep RT-ddPCR	Human RNase P	1.421845555	1510.710903	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	K2	AP0016	F02	JL	SARS-CoV-2 N1	0	0	1040.980072	0	SARS-CoV-2 N2	0	0	1205.935364	0																																					0.005	Sample		11/3/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0032	C06	JL	WVU Morgantown	Sample	11/3/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K2	EP0032	B06	JL	Evansdale-01	CA	11/3/21 10:17	Composite	11/3/21 9:23	11/1/21 9:23			Pass	JL	11/3/21	7.09	Monongalia	Processing	Complete
H01-0074																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0064	13180	OneStep RT-ddPCR	Human RNase P	306.2463379	325386.734					8/30/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E6	AP0005	F04	JL	SARS-CoV-2 N1	11.96506262	0	2615.09491	12712.87903	SARS-CoV-2 N2	23.93648624	0	2786.116028	25432.51663																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	XXXXXX	Halcyon	Ceres Nanotrap	0.425		CP000000	A06	JL	WVU Morgantown	Sample	8/30/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E6	EP0006	A06	JL	NorthHighSt-02 (MUB)	EL	8/30/21 10:35	Grab	8/30/21 10:35	8/30/21 10:35			Pass	JL	8/30/21	8.11	Monongalia	Processing	Complete
A1040	12025	OneStep RT-ddPCR	Human RNase P		14088					5/3/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				4692	SARS-CoV-2 N2				4692																																				CDC N1/N2/RP Triplex	0.005	Sample		4/30/21	100			PEG Precipitation	2				KED	WWTP	Sample	5/3/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				KED	StarCityWWTP-01	EL	4/30/21 11:11	Composite	4/30/21 11:59	4/29/21 11:59	7.844		Pass	MVS	4/30/21		Monongalia	Processing	Complete
A02-0109	13554	OneStep RT-ddPCR	Human RNase P	120.0882339	127593.7486					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D8	AP0008	C08	JL	SARS-CoV-2 N1	33.00667524	0	1320.22522	35069.59245	SARS-CoV-2 N2	53.87687206	0	1524.019623	57244.17657																																				CDC N1/N2/RP Triplex	0.005	Sample		9/15/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0012	B02	JL	WVU Morgantown	Sample	9/15/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D8	EP0012	A08	JL	CollegePark-02	EL	9/15/21 10:18	Composite	9/15/21 10:13	9/13/21 10:13			Pass	JL	9/15/21	5.83	Monongalia	Processing	Complete
A1024	12696	OneStep RT-ddPCR	Human RNase P		26676					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				46728	SARS-CoV-2 N2				33372																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	6				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MVS	StarCityWWTP-01	GG	4/7/21 11:55	Composite	4/7/21 11:55	4/7/21 12:00	9.15		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
B01-0003	8791	OneStep RT-ddPCR	Human RNase P	0	0					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	L4	AP0011	G04	JL	SARS-CoV-2 N1	14.28930402	1355.395355	0	15182.38552	SARS-CoV-2 N2	7.143839002	1548.404388	0	7590.328939																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	B06	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L4	EP0017	A12	JL	CharlestonWWTP-01	KM	9/22/21 7:55	Composite	9/22/21 7:00	9/21/21 7:00			Pass	JL	9/24/21	7.08	Kanawha	Processing	Complete
B01-0025	21162	OneStep RT-ddPCR	Human RNase P	1.500416845	1594.192898					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	L2	AP0012	B05	JL	SARS-CoV-2 N1	60.07204533	0	1593.187866	63826.54816	SARS-CoV-2 N2	16.50848746	0	2077.493896	17540.26793																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	B04	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L2	EP0022	B02	JL	CharlestonWWTP-01	KM	10/6/21 8:00	Composite	10/6/21 7:00	10/5/21 7:00			Pass	JL	10/8/21	7.21	Kanawha	Processing	Complete
A1054	14814	OneStep RT-ddPCR		136.99		BRSV		325351.25		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.59			3776.25																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 7.02				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	5/23/21 0:00	Composite	5/23/21 23:55	5/23/21 0:00	6.439		Pass	JL	5/28/21	7.02	Monongalia	Processing	Complete
A01-0029	16888	OneStep RT-ddPCR	Human RNase P	34.85736132	37035.9464					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A1	AP0008	A01	JL	SARS-CoV-2 N1	103.3279514	0	1320.22522	109785.9484	SARS-CoV-2 N2	115.9258652	0	1524.019623	123171.2317																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A01	JL	WWTP	Sample	9/13/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A1	EP0011	A01	JL	StarCityWWTP-01	GG	9/7/21 23:55	Composite	9/7/21 23:55	9/7/21 0:00	9.116		Pass	JL	9/13/21	6.75	Monongalia	Processing	Complete
A02-0245																																																																															WVU Morgantown												Evansdale-01	GZ	12/03/2021 09:07 AM	Composite	12/03/2021 09:00 AM	12/01/2021 09:00 AM			Pass	AJ	12/01/2021	7.90	Monongalia		
A01-0028	15508	OneStep RT-ddPCR	Human RNase P	27.32624531	29034.13564					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K2	AP0007	A02	JL	SARS-CoV-2 N1	80.5516243	0	1303.838043	85586.10082	SARS-CoV-2 N2	71.41872406	0	1366.207123	75882.39431																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A02	JL	WWTP	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K2	EP0009	A02	JL	StarCityWWTP-01	DW	9/5/21 23:55	Composite	9/5/21 23:55	9/5/21 0:00	10.388		Pass	JL	9/7/21	6.6	Monongalia	Processing	Complete
A1062	13954	OneStep RT-ddPCR		208.32		BRSV		494760		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.69			4013.75	SARS-CoV-2 N2	1.69			4013.75																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 7.03				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/2/21 23:55	Composite	6/2/21 23:55	6/2/21 0:00	8.513		Pass	JL	6/4/21	7.03	Monongalia	Processing	Complete
H01-0073																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A01-0081	14265	OneStep RT-ddPCR	Human RNase P	19.8	21037.5					11/18/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D3	AP0020	B03	JL	SARS-CoV-2 N1	59.4	0	1193.4	63112.5	SARS-CoV-2 N2	59.4	0	1245	63112.5																																					0.005	Sample		11/11/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0034	A03	JL	WWTP	Sample	11/11/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D3	EP0034	A03	JL	StarCityWWTP-01	GG	11/4/21 23:55	Composite	11/4/21 23:55	11/4/21 0:00			Pass	JL	11/5/21	6.86	Monongalia	Processing	Complete
A02-0358																																																																																											WVU-Morgantown												Monongalia		
F01-0024	6375	OneStep RT-ddPCR	Human RNase P	33.24146271	35319.05413	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	A7	AP0017	A07	AJ	SARS-CoV-2 N1	14.76818562	0	560.2787018	15691.19722	SARS-CoV-2 N2	11.07527018	0	653.7683868	11767.47456																																					0.005	Sample		11/5/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP00033	B01	JL	WWTP	Sample	11/5/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A7	EP0033	A07	JL	WestonWWTP-01	BP	11/3/21 14:00	Composite	11/3/21 10:00	11/2/21 10:00			Pass	JL	11/5/21	6.81	Lewis	Processing	Confirming
A02-0364																																																																																											WVU-Morgantown												Monongalia		
A01-0091	20727	OneStep RT-ddPCR	Human RNase P	36.3546586	64756.73564	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	NAB_16 A1	AP0022	A06	JL	SARS-CoV-2 N1	53.41526031	0	1092.976303	95145.93244	SARS-CoV-2 N2	48.86455536	0	1279.930573	87039.98923																																					0.005	Sample		2021-11-19	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0038	B02	AJ	WWTP	Sample	2021-11-19	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	NAB_16 A1	EP0038	A06	AJ	StarCityWWTP-01	GG	11/16/21 23:55	Composite	11/16/21 23:55	11/16/21 0:00			Pass	AJ	11/29/21	7.27	Monongalia	Processing	Complete
A1030	11104	OneStep RT-ddPCR	Human RNase P		68688					4/19/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				7632	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		4/16/21	100			PEG Precipitation	6				JL	WWTP	Sample	4/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				JL	StarCityWWTP-01	EL	4/15/21 12:00	Composite	4/16/21 12:00	4/15/21 12:00	10.003		Pass	MVS	4/16/21		Monongalia	Processing	Complete
