Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0031	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Grab	8/23/21 9:55	8/23/21 9:55	8/23/21 9:55	EL		13987	SARS-CoV-2 N1	9.342662692	0	2615.09491	9926.57911	SARS-CoV-2 N2	82.66587257	0	2786.116028	87832.48961					Human RNase P	1036838.102	975.8476257	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/23/21	8.46	8/27/21	NT04155	Kookaburra		CP0005	B03	JL	8/27/21	2102028	Kookaburra	C1	EP0005	A09	JL	8/27/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	C1	AP0005	A02	JL	
C01-0039	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/15/21 7:00	11/16/21 7:00	11/16/21 7:00	-	7.006	15368	SARS-CoV-2 N1	44.44283962	0	1030.216827	79163.80808	SARS-CoV-2 N2	35.24087906	0	1109.431686	62772.81582	None				Human RNase P	46388.23628	26.04251862	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/23/21	5.41	11/29/21	NT04474	Halcyon		CP0040	C02	AJ	11/29/21	2108255	Halcyon	F2	EP0040	B02	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F2	AP0023	B02	JL	
A02-0359	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A03-0157	Sample	Sample	K-12	Monongalia	NorthES-01		Processing	Processing																																																																																																
A03-0027	Sample	Sample	K-12	Monongalia	UniversityHS-01	Pass	Rejected: No Flow	Complete	Composite	9/24/21 6:00	9/24/21 14:00	9/24/21 14:30	BL		12856	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0					Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/27/21	8.71	9/27/21	NT04474	Halcyon		CP0017	C06	JL	9/27/21	2105049	Halcyon	A2	EP0017	B06	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	A2	AP0010	C02	JL	
G01-0024	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Fail: Temperature Above Threshold	Rejected	Rejected	Composite	11/21/21 9:00	11/22/21 8:00	11/22/21 8:20		0.606																																																															JL	11/29/21																										SAT AT FEDEX
A0046	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/22/20 12:00	12/22/20 11:59	12/22/20 0:00	GG	11.613	18937	SARS-CoV-2 N1				67140	SARS-CoV-2 N2				22410					Human RNase P	22410		100	PEG Precipitation	15	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	1/7/21		1/3/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
A01-0060	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/10/21 0:00	10/10/21 23:55	10/10/21 23:55	GG	7.441	15183	SARS-CoV-2 N1	43.43224525	0	2152.007294	46146.76058	SARS-CoV-2 N2	49.64339733	0	2493.552246	52746.10966	None				Human RNase P	46146.76058	43.43224525	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/13/21	6.89	10/18/21	NT04474	Halcyon		CP0026	D02	JL	10/18/21	2108255	Halcyon	I6	EP0026	B06	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	I6	AP0014	F05	JL	
A02-0171	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	10/13/21 9:58	10/15/21 9:47	10/15/21 9:47	CA		12494	SARS-CoV-2 N1	54.67792988	0	2152.007294	58095.3005	SARS-CoV-2 N2	24.49508429	0	2493.552246	26026.02705	None				Human RNase P	70131.89435	66.0064888	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	7.5	10/15/21	NT04474	Halcyon		CP0025	A02	JL	10/15/21	2108255	Halcyon	E2	EP0025	A02	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	E2	AP0014	B01	JL	
C01-0018	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/11/21 7:00	10/12/21 7:00	10/12/21 7:00	MVC		11679	SARS-CoV-2 N1	22.17189074	0	560.2787018	23557.63391	SARS-CoV-2 N2	16.12293839	0	653.7683868	17130.62204	None				Human RNase P	2140.685907	2.014763206	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	6.57	10/15/21	NT04474	Halcyon		CP0025	D04	JL	10/15/21	2108255	Halcyon	G6	EP0025	D04	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G6	AP0017	D06	AJ	
A02-0254	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	12/11/21 9:00	12/13/21 9:00	12/13/21 8:28	GZ		17847	SARS-CoV-2 N1	1.318432838	0	721.9914246	2348.458492	SARS-CoV-2 N2	2.636939585	0	850.2881622	4697.048636					Human RNase P	28190.19198	15.82607269	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/21	7.59	12/13/21	NT04474	Halcyon		CP0048	B05	AJ	12/13/21	2108255	Halcyon	I2	EP0048	B02	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I2	AP0027	G02	JL	
A02-0327	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0046	Sample	Sample	WVU Morgantown	Monongalia			Processing	Unknown																																																																																																
A02-0258	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	12/8/21 9:00	12/10/21 9:00	12/10/21 9:21	GZ		15018	SARS-CoV-2 N1	3.133703172	0	721.9914246	5581.908775	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	5581.908775	3.133703172	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/21	7.6	12/10/21	NT04474	Halcyon		CP0047	B06	AJ	12/10/21	2108255	Halcyon	F4	EP0047	B04	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F4	AP0027	D04	JL	
A01-0001	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	8/9/21 0:00	8/9/21 23:55	8/9/21 23:55	GG	7.6	19475	SARS-CoV-2 N1	8.458818793	0	2236.361694	8987.49459	SARS-CoV-2 N2	9.667469263	0	2276.707153	10271.68584	BRSV	548.8265228		583128.1805				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	8/13/21		8/13/21	NT04155	Kookaburra		CP000000	A03	JL	8/13/21	2102028	Kookaburra		EP000000	A03	JL	8/13/21	OneStep RT-ddPCR	Manual	DQ		QX 200		AP000000	A03	JL	
A02-0205	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	11/1/21 10:38	11/3/21 10:38	11/3/21 10:38	CA		12362	SARS-CoV-2 N1	70.53014755	0	1040.980072	74938.28177	SARS-CoV-2 N2	55.26246071	0	1205.935364	58716.3645	None				Human RNase P	311346.6597	293.0321503	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/3/21	7.08	11/3/21	NT04474	Halcyon		CP0032	D01	JL	11/3/21	21108255	Kookaburra	K3	EP0032	B07	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K3	AP0016	F03	JL	
A01-0100	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/27/21 0:00	11/27/21 23:55	11/28/21 0:00	-	6.235	13740	SARS-CoV-2 N1	30.84476471	0	1030.216827	54942.23714	SARS-CoV-2 N2	15.41732907	0	1109.431686	27462.11741	None				Human RNase P	51887.99702	29.13010359	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/30/21	7.08	11/30/21	NT04474	Halcyon		CP0041	B06	AJ	11/30/21	2108255	Halcyon	H4	EP0041	B04	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H4	AP0023	D04	JL	
B01-0059	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	11/24/21 7:00	11/25/21 7:00	11/25/21 7:15	-	7.056	14989	SARS-CoV-2 N1	0	0	0	0	SARS-CoV-2 N2	4.709807038	0	0	8389.343787	None				Human RNase P	2796.261334	1.569830924	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005	Human RNase P																																			AJ	11/30/21	7.25	11/30/21	NT04474	Halcyon		CP0041	C03	AJ	11/30/21	2108255	Halcyon	H7	EP0041	B07	AJ	12/6/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H7	AP000024	D01	JL	
A02-0152 c	Sample	Sample	WWTP	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	8/10/21 9:00	8/11/21 9:00	2/21/21 12:00	EL		13540	SARS-CoV-2 N1				25038	SARS-CoV-2 N2				40680					Human RNase P	18774		100	PEG Precipitation	3	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/11/21	7.19															3/11/21	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A05-0004
H01-0053	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A02-0136	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/29/21 10:02	10/1/21 10:02	10/1/21 10:02	EL		11359	SARS-CoV-2 N1	4.175654352	1355.395355	0	4436.632749	SARS-CoV-2 N2	20.88562727	1548.404388	0	22190.97897					Human RNase P	88881.42586	83.65310669	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/1/21		10/1/21	NT04474	Halcyon	D3	CP0019	B05	JL	10/1/21	2108052	Halcyon	D3	EP0019	B03	JL	10/5/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	D3	AP0011	C02	JL	
A02-0354	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A01-0066	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/18/21 0:00	10/18/21 23:55	10/18/21 23:55	GG	7.491	12829	SARS-CoV-2 N1	27.52729654	0	2152.007294	29247.75258	SARS-CoV-2 N2	29.36359167	0	2493.552246	31198.81615	None				Human RNase P	29247.75258	27.52729654	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/21		10/20/21	NT04474	Halcyon		CP0027	B02	JL	10/20/21	2108255	Halcyon	K6	EP0027	A06	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	K6	AP0014	F06	JL	
A02-0129	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/25/21 10:06	9/27/21 10:06	9/27/21 10:06	EL		13382	SARS-CoV-2 N1	14.07051206	0	1097.667847	14949.91906	SARS-CoV-2 N2	3.516839147	0	1200.682373	3736.641593					Human RNase P	5605.171695	5.275455713	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/27/21	6.57	9/27/21	NT04474	Halcyon		CP0017	C05	JL	9/27/21	2105049	Halcyon	NAB_11 A1	EP0017	B05	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	NAB_11 A1	AP0010	C01	JL	
A01-0056	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Confirming	Composite	10/5/21 0:00	10/5/21 23:55	10/5/21 23:55	GG	7.802	7390	SARS-CoV-2 N1	99.36486244	0	1593.187866	105575.1663	SARS-CoV-2 N2	87.88179398	0	2077.493896	93374.4061					Human RNase P	48680.76861	45.81719398	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/8/21	7.16	10/8/21	NT04474	Halcyon		CP0022	A06	JL	10/8/21	2108052	Halcyon	K6	EP0022	A06	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	K6	AP0012	F04	JL	
J01-0005	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A01-0010	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	8/19/21 0:01	8/19/21 23:59	8/19/21 23:59	GG	11.28	18269	SARS-CoV-2 N1	45.12120247	0	1047.2155	47941.2756	SARS-CoV-2 N2	52.86496639	0	1082.352142	56169.02781					Human RNase P	45199.29916	42.54051685	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Jl	8/20/21	6.99	8/20/21	NT04155	Kookaburra	6.99	CP000000	A06	JL	8/20/21	2102028	Kookaburra	H6	EP000000	A06	JL	8/20/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200	H6	AP000000	A06	JL	
A02-0102	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Grab	9/13/21 10:00	9/13/21 10:00	9/13/21 10:00	EL		14312	SARS-CoV-2 N1	23.02773714	0	1320.22522	24466.97071	SARS-CoV-2 N2	37.84319401	0	1524.019623	40208.39363					Human RNase P	341194.1695	321.1239243	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/13/21	8.78	9/13/21	NT04155	Halcyon		CP0011	C04	JL	9/13/21	2105033	Halcyon	B8	EP0011	B04	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B8	AP0008	B08	JL	
A03-0151	Sample	Sample	K-12	Monongalia	SuncrestES-01		Processing	Processing																																																																																																
C01-0038	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/14/21 7:00	11/15/21 7:00	11/15/21 7:00	-	7.109	11208	SARS-CoV-2 N1	56.75058365	0	1030.216827	101086.9771	SARS-CoV-2 N2	16.80072308	0	1109.431686	29926.28798	None				Human RNase P	56129.33256	31.51120424	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/23/21	5.94	11/29/21	NT04474	Halcyon		CP0040	C03	AJ	11/29/21	2108255	Halcyon	F3	EP0040	B03	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F3	AP0023	B03	JL	
A02-0107	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/13/21 9:50	9/15/21 9:45	9/15/21 9:45	EL		12293	SARS-CoV-2 N1	47.89996147	0	1320.22522	50893.70906	SARS-CoV-2 N2	32.56136179	0	1524.019623	34596.4469					Human RNase P	173463.0024	163.2592964	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/15/21	7.1	9/15/21	NT04155	Kookaburra		CP0012	A06	JL	9/15/21	2105033	Halcyon	D6	EP0012	A06	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D6	AP0008	C06	JL	
A02-0346	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A1094	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	7/18/21 0:00	7/18/21 23:55	7/18/21 23:55	EL	8.102	12740	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			215341.25			90.67	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	7/30/21		7/30/21							7/30/21						JL	7/30/21	OneStep RT-ddPCR	Manual	DQ							
A01-0020	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01		Processing	Unknown																																																																																																
G02-0021	Sample	Sample	WVU Keyser	Mineral	PotomacState-01	Pass	Processing	Processing	Composite	11/5/21 10:30	11/7/21 11:30	11/8/21 11:30	S																				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05																																							JL	11/12/21	7.03	11/12/21	NT04474	Kookaburra		CP0035	D04	AJ	11/12/21	2108255	Kookaburra	H8	EP0035	B08	AJ											2 DAY COMPOSITE
A03-0145	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Rejected: No Flow	Complete	Composite	12/10/21 6:00	12/10/21 14:00	12/10/21 12:31	GZ		16458	SARS-CoV-2 N1	1.429707557	0	721.9914246	2546.666586	SARS-CoV-2 N2	1.429707557	0	850.2881622	2546.666586					Human RNase P	71365.22502	40.06468773	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/21	8.95	12/13/21	NT04474	Halcyon		CP0048	C05	AJ	12/13/21	2108255	Halcyon	I7	EP0048	B07	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I7	AP0027	G07	JL	
B01-0063	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	11/8/21 7:00	11/9/21 7:00	11/9/21 7:00	-		15587	SARS-CoV-2 N1	1.509601921	0	1092.976303	1603.952041	SARS-CoV-2 N2	1.509601921	0	1279.930573	1603.952041	None				Human RNase P	1603.952041	1.509601921	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	11/15/21	7.06	11/16/21	NT04474	Kookaburra		CP0036	D03	AJ	11/16/21	2108255	Kookaburra	J7	EP0036	B07	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_15 B7	AP0022	F07	JL	
L01-0020	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
J01-0048	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A01-0083	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/7/21 0:00	11/7/21 23:55	11/7/21 23:55	GG	7.118	14231	SARS-CoV-2 N1	142.6	0	1193.4	151512.5	SARS-CoV-2 N2	104.4	0	1245	110925					Human RNase P	12325	11.6	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/21	7.04	11/11/21	NT04474	Kookaburra		CP0034	D04	JL	11/11/21	2108255	Kookaburra	E8	EP0034	B08	JL	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	E8	AP0020	C08	JL	
A02-0213	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	11/8/21 9:30	11/10/21 9:30	11/10/21 9:30	EL		16030	SARS-CoV-2 N1	106	0	1193.4	112625	SARS-CoV-2 N2	88.2	0	1245	93712.5					Human RNase P	93712.5	88.2	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/21	7.73	11/11/21	NT04474	Kookaburra		CP0034	B06	JL	11/11/21	2108255	Kookaburra	F2	EP0034	C02	JL	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F2	AP0020	E02	JL	
G01-0068	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Confirming	Composite	11/3/21 9:00	11/4/21 8:00	11/4/21 8:45	-		4821	SARS-CoV-2 N1	4.881114364	0	560.2787018	5186.184011	SARS-CoV-2 N2	0	0	653.7683868	0	None				Human RNase P	5186.184011	4.881114364	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	6.56	11/5/21	NT04474	Kookaburra		CP00033	A03	JL	11/5/21	21108255	Kookaburra	A3	EP0033	A03	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A3	AP0017	A03	AJ	
A02-0311	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0209	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	11/3/21 10:04	11/5/21 10:04	11/5/21 11:01	EL		15879	SARS-CoV-2 N1	17.78825402	0	560.2787018	18900.0199	SARS-CoV-2 N2	17.78825402	0	653.7683868	18900.0199	None				Human RNase P	36237.5991	34.10597563	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	7.12	11/5/21	NT04474	Kookaburra		CP00033	C06	JL	11/5/21	21108255	Kookaburra	C2	EP0033	C02	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C2	AP0017	C02	AJ	
L01-0048	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
H01-0096	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A03-0032	Sample	Sample	K-12	Monongalia	BrookhavenES-01	Pass	Rejected: No Flow	Complete	Grab	9/30/21 10:50	9/30/21 10:50	9/30/21 10:50	BL		15226	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	157.5391388	0	2077.493896	167385.335					Human RNase P	27814.94319	26.17877007	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/6/21	8.45	10/7/21	NT04474	Halcyon		CP0021	C01	JL	10/7/21	2108052	Halcyon	I1	EP0021	B01	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	I1	AP0012	A03	JL	
