Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0511	1.1	A02-0511	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	05/21/2022 09:00 AM	05/23/2022 08:12 AM	05/23/2022 08:12 AM	GZ		19031	SARS-CoV-2 N1	0	0	11.750670671463	0	SARS-CoV-2 N2	0	0	14.3627274036407	0					Human RNase P	4404.80960067363	2.47287556529046	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/24/2022	7.13	2022-05-25	NT04473	Kookaburra		CP000152	D04	AJ	2022-05-25	2108255	Kookaburra	L6	EP000152	F06	AJ	2022-05-26	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L6	AP0085	F06	JL	
E01-0001	1.1	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/26/2021 08:00 AM	10/27/2021 08:00 AM	10/27/2021 07:50 AM	TT		14999	SARS-CoV-2 N1	28.25413227	0	1040.980072	30020.01554	SARS-CoV-2 N2	7.844967842	0	1205.935364	8335.278332	None				Human RNase P	10002.66749	9.414275289	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/2021	7.05	11/2/21	NT04474	Kookaburra		CP0031	C06	JL	11/2/21	21108255	Kookaburra	H7	EP0031	C07	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H7	AP0016	C07	JL	
A1058	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	05/27/2021 12:00 AM	05/27/2021 11:55 AM	05/27/2021 11:55 PM	EL	7.148	14521	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			297112.5			125.1	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	05/28/2021	7.03				pH - 7.03				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
G01-0077	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/09/2022 09:00 AM	01/10/2022 08:00 AM	01/10/2022 08:45 AM		1.369	17494	SARS-CoV-2 N1	18.83752346	0	475.984993	33554.33866	SARS-CoV-2 N2	2.690151632	0	0	4791.832594					Human RNase P	16773.81221	9.416877031	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/14/2022	7.11	1/19/22	NT04474	Halcyon		CP0060	D05	AJ	1/19/22	2108255	Halcyon	C4	EP0060	C04	AJ	1/19/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C4	AP0036	C04	JL	
A0048	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/24/2020 12:00 PM	12/24/2020 11:59 AM	12/24/2020 12:00 AM	GG	10.973	16737	SARS-CoV-2 N1				35424	SARS-CoV-2 N2				50616					Human RNase P	10116		100	PEG Precipitation	6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/07/2021		1/3/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
F01-0020	1.1	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/06/2021 10:00 AM	10/07/2021 10:00 AM	10/07/2021 11:00 AM	BP		15549	SARS-CoV-2 N1	76.89107418	0	1593.187866	81696.76632	SARS-CoV-2 N2	92.58691788	0	2077.493896	98373.60024					Human RNase P	1510.323165	1.421480626	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	7.05	10/8/21	NT04474	Halcyon		CP0022	C01	JL	10/8/21	2108052	Halcyon	L5	EP0022	B05	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	L5	AP0012	E05	JL	
A04-0112	1.1	A04-0112	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	07/14/2022 08:00 AM	07/15/2022 08:00 AM	07/15/2022 08:00 AM		0.502	19709	SARS-CoV-2 N1	921.550979614258	0	227.09909439087	1641512.6824379	SARS-CoV-2 N2	984.954223632812	0	258.021278381348	1754449.71084595					Human RNase P	10633.9946016669	5.96996188163758	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/15/2022	7.4	2022-07-15	NT04473	Kookaburra		CP000189	A03	AJ	2022-07-15	2108255	Halcyon	C3	EP000189	D03	AJ	2022-07-18	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C3	AP0100	C04	JL	
L01-0016	1.1	G	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	01/23/2022 09:00 AM	01/24/2022 09:00 AM	01/24/2022 09:00 AM		0.328	14963	SARS-CoV-2 N1	1590.474396	0	335.9238052	2833032.517	SARS-CoV-2 N2	1632.573853	0	415.0937271	2908022.175					Human RNase P	33625.80858	18.87764692	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/26/2022	7.09	1/26/22	NT04474	Kookaburra		CP000066	C01	AJ	1/26/22	2108255	Kookaburra	C5	EP000065	B05	AJ	2/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C5	AP0040	B05	JL	
A02-0359	1.1	A02-0359	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Composite	02/16/2022 09:00 AM	02/18/2022 09:00 AM	02/18/2022 10:33 AM	GZ		15405	SARS-CoV-2 N1	21.39315367	0	207.9195595	38106.55497	SARS-CoV-2 N2	9.166113138	0	249.3927956	16327.13903					Human RNase P	264738.3696	148.6250496	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/18/2022	6.99	2/18/22	NT04473	Halcyon		CP0081	B01	AJ	2/18/22	2108255	Halcyon	H5	EP0081	D05	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H5	AP0047	D05	JL	
E02-0137	1.1	E02-0137	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	06/01/2022 08:00 AM	06/02/2022 08:00 AM	06/02/2022 08:00 AM		0.111	17529	SARS-CoV-2 N1	707.182235717774	0	4.1007485985756	1259668.35737228	SARS-CoV-2 N2	763.964767456054	0	8.20221185684204	1360812.2420311					Human RNase P	9565.07468596102	5.36986649036408	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	06/03/2022	6.85	2022-06-03	NT04473	Kookaburra		CP000161	D04	AJ	2022-06-03	2108255	Kookaburra	K2	EP000161	C02	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K2	AP0088	B09	JL	
M04-0019	1.1	M04-0019	Sample	WWTP	Marion	FarmingtonWWTP-01	Pass	Processing	Complete	Composite	03/08/2022 12:30 PM	03/09/2022 12:30 PM	03/09/2022 12:30 PM		0.112	11715	SARS-CoV-2 N1	0	0	427.0280838	0	SARS-CoV-2 N2	0	0	46.17351055	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/17/2022	7.4	3/21/22	NT04473	Halcyon		CP000099	A01	AJ	3/21/22	2110258	Halcyon	NAM 30 C1	EP000100	A01	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	NAM 30 C1	AP0055	F01	JL	
L01-0065	1.1	L01-0065	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	03/20/2022 09:00 AM	03/21/2022 09:00 AM	03/21/2022 09:00 AM			14067	SARS-CoV-2 N1	0	0	267.0924187	0	SARS-CoV-2 N2	3.34557265	0	255.2447891	5959.301284					Human RNase P	53664.2383	30.12729168	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/23/2022	6.93	3/25/22	NT04473	Halcyon		CP000103	D05	AJ	3/25/22	2110258	Kookaburra	E7	EP000104	C07	AJ	3/29/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	E7	AP0057	E07	JL	NO FLOW DATA -JL
A02-0133	1.1	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	09/27/2021 10:34 AM	09/29/2021 10:34 AM	09/29/2021 10:34 AM	EL		12270	SARS-CoV-2 N1	3.835587502	0	1097.667847	4075.31172	SARS-CoV-2 N2	5.753615499	0	1200.682373	6113.216467					Human RNase P	18344.13633	17.26506948	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/29/2021	7.71	9/29/21	NT04474	Halcyon		CP0018	A06	JL	9/29/21	2105049	Halcyon	B6	EP0018	A06	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B6	AP0010	D06	JL	
K01-0030	1.1	G	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	01/26/2022 06:28 AM	01/27/2022 06:25 AM	01/27/2022 06:25 AM		5.857	15716	SARS-CoV-2 N1	397.0856857	0	288.2053566	707308.8777	SARS-CoV-2 N2	352.9704285	0	352.25811	628728.5757					Human RNase P	10668.64237	5.989413261	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/02/2022	7.21	2/2/22	NT04474	Kookaburra		CP000070	C04	AJ	2/2/22	2108255	Kookaburra	B8	EP000070	B08	AJ	2/7/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	B8	AP0041	F08	JL	
A03-0252	1.1	A03-0252	Sample	K-12	Monongalia	SuncrestES-01	Pass	Processing	Complete	Composite	03/11/2022 06:00 AM	03/11/2022 01:30 PM	03/11/2022 01:30 PM	GZ		12345	SARS-CoV-2 N1	0	0	413.2713318	0	SARS-CoV-2 N2	3.812282979	0	476.7289734	6790.629057					Human RNase P	204199.0131	114.6380424	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/15/2022	8.44	3/15/22	NT04473	Kookaburra		CP000096	A02	AJ	3/15/22	2110258	Kookaburra	G2	EP000096	A02	AJ	3/18/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G2	AP000054	B02	JL	
G01-0088	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	02/05/2022 09:00 AM	02/06/2022 08:00 AM	02/06/2022 08:40 AM		1.617	13366	SARS-CoV-2 N1	22.89624453	0	299.8709679	40783.93556	SARS-CoV-2 N2	29.94572639	0	334.8871231	53340.82514					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/10/2022	7.24	2/14/22	NT04473	Kookaburra		CP000077	A06	AJ	2/14/22	2108255	Halcyon	H6	EP000076	D06	AJ	2/16/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H6	AP000045	E06	JL	
C01-0040	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	11/16/2021 07:00 AM	11/17/2021 07:00 AM	11/17/2021 07:00 AM	-	6.15	11431	SARS-CoV-2 N1	105.212574	0	1030.216827	187409.8974	SARS-CoV-2 N2	90.74374199	0	1109.431686	161637.2904	None				Human RNase P	18336.51222	10.2941823	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/23/2021	6.35	11/29/21	NT04474	Halcyon		CP0040	C01	AJ	11/29/21	2108255	Halcyon	F1	EP0040	B01	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F1	AP0023	B01	JL	
C01-0019	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/12/2021 07:00 AM	10/13/2021 07:00 AM	10/13/2021 07:00 AM	MVC		12855	SARS-CoV-2 N1	25.63914776	0	560.2787018	27241.59449	SARS-CoV-2 N2	23.80685329	0	653.7683868	25294.78163	None				Human RNase P	7780.284546	7.322620749	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/2021	6.31	10/15/21	NT04474	Halcyon		CP0025	D05	JL	10/15/21	2108255	Halcyon	G7	EP0025	D05	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G7	AP0017	D07	AJ	
A01-0184	1.1	A01-0184	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	02/24/2022 12:00 AM	02/24/2022 12:00 AM	02/24/2022 12:00 AM	GG	10.3	15214	SARS-CoV-2 N1	130.2712631	0	305.7337761	232045.6874	SARS-CoV-2 N2	152.0534325	0	356.0894394	270845.1766					Human RNase P	63408.69807	35.59786558	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	02/25/2022	7.16	2/28/22	NT04473	Kookaburra		CP000086	A06	AJ	2/28/22	2110285	Kookaburra	J6	EP000086	A06	AJ	3/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	J6	AP000050	A06	JL	
K01-0025	1.1	G	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	01/10/2022 06:27 AM	01/11/2022 06:32 AM	01/11/2022 06:32 AM		9.014	16633	SARS-CoV-2 N1	65.16277313	0	317.8815842	116071.1896	SARS-CoV-2 N2	62.3258543	0	336.8869781	111017.928					Human RNase P	5039.894767	2.829414606	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/19/2022	7.05	1/20/22	NT04474	Halcyon		CP0062	C01	AJ	1/20/22	2108255	Halcyon	E5	EP0061	B05	AJ	1/24/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	E5	AP0038	B05	JL	
D01-0034	1.1	D01-0034	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	04/19/2022 08:00 AM	04/20/2022 08:00 AM	04/20/2022 08:00 AM		1.22	14717	SARS-CoV-2 N1	14.39352274	0	72.49384403	25638.46238	SARS-CoV-2 N2	7.995314598	0	81.57130241	14241.65413					Human RNase P	11392.9362	6.39603436	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/22/2022	7.09	4/22/22	NT04473	Kookaburra		CP0126	A02	AJ	4/22/22	2108255	Kookaburra	J2	EP0126	A02	AJ	4/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J2	AP0069	C02	JL	
E02-0106	1.1	E02-0106	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	04/12/2022 08:00 AM	04/13/2022 08:00 AM	04/13/2022 08:00 AM		0.191	14131	SARS-CoV-2 N1	1.665150672	0	60.10069847	2966.049635	SARS-CoV-2 N2	4.995805621	0	36.04199409	8898.778763					Human RNase P	8898.778763	4.995805621	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/18/2022	6.4	4/18/22	NT04473	Kookaburra		CP000121	C01	AJ	4/18/22	2108255	Halcyon	H5	EP000121	E05	AJ	4/19/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H5	AP0066	E05	JL	
M03-0069	1.1	M03-0069	Sample	WWTP	Marion	ManningtonWWTP-01	Pass	Processing	Complete	Composite	05/02/2022 11:00 AM	05/03/2022 11:00 AM	05/03/2022 11:00 AM		0.243	13787	SARS-CoV-2 N1	8.534735441	0	22.27260351	15202.4975	SARS-CoV-2 N2	13.65706325	0	33.4168148	24326.64391	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	05/04/2022	6.88	5/4/22	NT04473	Halcyon		CP000134	D06	AJ	5/4/22	2108255	Halcyon	K8	EP000135	C08	AJ	5/5/22	OneStep RT-ddPCR	Manual	DQ	60394497	QX 200	K8	AP0076	C08	JL	
Q01-0063	1.1	G	Sample	WWTP	Boone	MadisonWWTP-01	Pass	Processing	Complete	Composite	07/06/2022 08:00 AM	07/07/2022 08:00 AM	07/07/2022 08:00 AM		0.793	19491	SARS-CoV-2 N1	16.90678358078	0	227.09909439087	30115.2082532644	SARS-CoV-2 N2	14.490784406662	0	258.021278381348	25811.7097243666					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/14/2022		2022-07-15	NT04473	Halcyon		CP000188	B03	AJ	2022-07-15	2108255	Halcyon	NAB 51 A1	EP000189	B01	AJ	2022-07-18	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	NAB 51 A1	AP0100	A02	JL	
B01-0193	1.1	B01-0193	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	07/05/2022 07:00 AM	07/06/2022 07:00 AM	07/06/2022 08:00 AM		12.5	18191	SARS-CoV-2 N1	94.6128749847412	0	228.802185058594	168529.18356657	SARS-CoV-2 N2	97.2103691101074	0	265.484409332276	173155.969977379					Human RNase P	2304.0467267856	1.29349991679192	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/08/2022	7.32	2022-07-08	NT04473	Halcyon		CP000183	D05	AJ	2022-07-08	2108255	Halcyon	C7	EP000184	C07	AJ	2022-07-11	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C7	AP0098	G06	JL	
D01-0099	1.1	D01-0099	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	05/22/2022 07:20 AM	05/23/2022 07:20 AM	05/23/2022 07:20 AM		1.28	17764	SARS-CoV-2 N1	426.37321472168	0	11.750670671463	759477.288722992	SARS-CoV-2 N2	312.005615234376	0	14.3627274036407	555760.002136232					Human RNase P	18879.1744038463	10.5988347530365	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/25/2022	6.74	2022-05-25	NT04473	Halcyon		CP000151	A02	AJ	2022-05-25	2108255	Kookaburra	G2	EP000152	A02	AJ	2022-05-26	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G2	AP0085	B01	JL	
Q01-0086	1.1	Sample	Sample	WWTP	Boone	MadisonWWTP-01	Pass	Processing	Complete	Composite	07/29/2022 08:00 AM	07/30/2022 08:00 AM	07/30/2022 08:00 AM		0.934	17539	SARS-CoV-2 N1	34.9061298370362	0	103.761005401611	62176.5437722207	SARS-CoV-2 N2	26.8462705612182	1.65252044796944	120.879535675049	47819.9194371699					Human RNase P	2389.7007945925	1.3415864109993	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/05/2022		2022-08-08	NT04473	Kookaburra		CP000206	B01	AJ	2022-08-08	2108255	Kookaburra	I7	EP000206	A07	AJ	2022-08-10	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I7	AP00106	G06	JL	
H01-0271	1.1	H01-0271	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Fail: Missing Required Data	Processing	Complete	Composite	07/04/2022 08:00 AM	07/05/2022 08:00 AM	07/05/2022 08:00 AM			19747	SARS-CoV-2 N1	21.4575672149658	0	280.273876190186	38221.2916016578	SARS-CoV-2 N2	23.8429474830628	0	322.41268157959	42470.2502042056					Human RNase P	6367.79439635573	3.57490211725234	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/12/2022	7.16	2022-07-13	NT04473	Halcyon		CP000185	C05	AJ	2022-07-13	2108255	Halcyon	G1	EP000187	C01	AJ	2022-07-14	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G1	AP0099	A03	JL	
N03-0109	1.1	N03-0109	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	06/28/2022 07:30 AM	06/29/2022 07:30 AM	06/29/2022 07:30 AM		0.4279	17988	SARS-CoV-2 N1	7.8496789932251	0	295.724449157714	13982.2407066822	SARS-CoV-2 N2	10.4668200016022	0	316.802253723144	18644.0231278539					Human RNase P	2330.04954177886	1.30809798836708	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/06/2022	6.8	2022-07-06	NT04473	Kookaburra		CP000181	C02	AJ	2022-07-06	2108255	Halcyon	H6	EP000181	E06	AJ	2022-07-07	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H6	AP0097	F05	JL	
F01-0035	1.1	F01-0035	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Processing	Complete	Composite	05/24/2022 01:00 PM	05/25/2022 01:00 PM	05/25/2022 03:00 AM		1.2	18001	SARS-CoV-2 N1	10.4592597484589	0	12.0818543434143	18630.5564269423	SARS-CoV-2 N2	9.15159821510314	0	5.36894738674164	16301.2843206525					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/01/2022	7.03	2022-06-01	NT04473	Halcyon		CP000157	C01	AJ	2022-06-01	2108255	Halcyon	L5	EP000158	B05	AJ	2022-06-02	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L5	AP0087	E02	JL	
A03-0162	1.1	Sample	Sample	K-12	Monongalia	MountainviewES-01	Pass	Processing	Complete	Composite	01/26/2022 06:00 AM	01/26/2022 02:00 PM	01/27/2022 10:42 AM	GZ		14462	SARS-CoV-2 N1	39.08000231	0	335.9238052	69611.25411	SARS-CoV-2 N2	13.01945686	0	415.0937271	23190.90754					Human RNase P	31890.80615	17.90361047	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/31/2022	5.75	1/31/22	NT04474	Kookaburra		CP000068	C05	AJ	1/31/22	2108255	Kookaburra	I1	EP000067	C01	AJ	2/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I1	AP0040	F03	JL	
