Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A1081		OneStep RT-ddPCR	BRSV	139151.25												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.47						Josh Lambert		07/09/2021 12:13 PM		A1081	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/29/2021 11:55 PM	Composite	06/29/2021 11:55 PM	06/29/2021 12:00 AM	JL	07/09/2021	6.47	StarCityWWTP-01	Available
A01-0005	14966	OneStep RT-ddPCR	None			08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G5	AP000000	A05	JL	SARS-CoV-2 N1		0	99.84027292	223163.32626	SARS-CoV-2 N2		31.54926549	99.85634831	253519.49406																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL			Josh Lambert		8/18/21 13:14	NaN	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	GG	08/14/2021 11:55 PM	Composite	08/14/2021 11:55 PM	08/14/2021 12:00 AM	JL	08/18/2021	6.85	StarCityWWTP-01	
A1094		OneStep RT-ddPCR	BRSV	215341.25												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1094		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/18/21 23:55	Composite	7/18/21 23:55	7/18/21 0:00	JL			StarCityWWTP-01	Available
A02-0008	18971	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1		0	99.94874319	6589.87239	SARS-CoV-2 N2		0	99.95073014	1317.83566	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL			Eric Lundstrum		8/13/21 10:02	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	08/13/2021 10:02 AM	Composite	08/13/2021 09:45 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.5	NorthHighSt-02 (MUB)	
A02-0027	11916	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I3	AP0004	C01	JL	SARS-CoV-2 N1	238140	5920	239240	253023750	SARS-CoV-2 N2	238020	5920	235960	252896250																																				Multiplex	0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A03	JL						WVU Morgantown	Tertiary	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A03	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/23/2021 09:35 AM	Grab			JL	08/23/2021	8.48	OaklandE-02	
A0235	14491	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				35088	SARS-CoV-2 N2				31176																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				4				AT	Human RNase P	11688	Timothy Driscoll	2/24/21 10:37	2/24/21 10:37	Monongalia County	A0235	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/4/21 8:00	Composite	2/4/21 11:55	2/4/21 12:00	TD	2/11/21		StarCityWWTP-01	Available
A0028	10501	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9676.8	SARS-CoV-2 N2				9676.8																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.6				MS	Human RNase P	9676.8	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0028	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/26/20 0:00	Composite	11/26/20 23:59	11/26/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A02-0060																																																																															WVU Morgantown																Pass	EL	08/30/2021 09:23 AM	Grab			JL	08/30/2021	6.11	Evansdale-01	
A02-0059																																																																															WVU Morgantown																Pass	EL	08/27/2021 10:59 AM	Grab			JL	08/27/2021	8.24	CollegePark-02	
A02-0026	14246	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I2	AP0004	B01	JL	SARS-CoV-2 N1	284840	5920	239240	302642500	SARS-CoV-2 N2	284840	5920	235960	302642500																																				Multiplex	0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL						WVU Morgantown	Secondary	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A02	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/23/2021 09:13 AM	Grab			JL	08/23/2021	7.27	Evansdale-01	
A1095		OneStep RT-ddPCR	BRSV	202373.75												SARS-CoV-2 N1				4702.5	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1095		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/19/21 23:55	Composite	7/19/21 23:55	7/19/21 0:00	JL			StarCityWWTP-01	Available
A02-0067																																																																															WVU Morgantown																Pass	EL	09/01/2021 09:27 AM	Grab			JL	09/01/2021	8.64	OaklandE-02	
A02-0068																																																																															WVU Morgantown																Pass	EL	09/01/2021 10:00 AM	Composite	09/01/2021 10:00 AM	08/30/2021 10:00 AM	JL	09/01/2021	7.22	NorthHighSt-02 (MUB)	
A0225	16115	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				39438	SARS-CoV-2 N2				31554																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				3				MS	Human RNase P	5256	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0225	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/21/21 0:00	Composite	1/21/21 23:59	1/21/21 0:00	TD	1/22/21		StarCityWWTP-01	Available
A02-0011	21209	OneStep RT-ddPCR	None			08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1		0	99.91557173	37748.32153	SARS-CoV-2 N2		0	99.91831254	43651.64828	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL			Eric Lundstrum		8/16/21 9:42	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	08/16/2021 09:41 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.31	OaklandE-02	
A02-0058																																																																															WVU Morgantown																Pass	EL	08/27/2021 10:58 AM	Composite	08/27/2021 10:03 AM	08/25/2021 10:03 AM	JL	08/27/2021	7.36	CollegePark-02	
A02-0081																																																																															WVU Morgantown																Pass	EL	09/03/2021 10:46 AM	Grab			JL	09/03/2021	8.22	CollegePark-02	
A02-0085																																																																															WVU Morgantown																Pass	EL	09/06/2021 09:00 AM	Composite	09/06/2021 09:00 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.67	CollegePark-02	
A0249	10132	OneStep RT-ddPCR				11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				151837.2	SARS-CoV-2 N2				132824.4																																				CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				3.4				MS	Human RNase P	61628.4	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0249	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/11/20 0:00	Composite	11/11/20 23:59	11/11/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A0435	11235	OneStep RT-ddPCR				3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				5016	SARS-CoV-2 N2				10056																																				CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	50280	Mathilda Santee	3/8/21 10:54	3/8/21 10:54	Monongalia County	A0435		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	3/3/21 12:00	Composite	3/3/21 12:00	3/3/21 12:00				StarCityWWTP-01	Available
A1092		OneStep RT-ddPCR	BRSV	184133.75												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1092		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/14/21 23:55	Composite	7/14/21 23:55	7/14/21 0:00	JL			StarCityWWTP-01	Available
A1011	12587	OneStep RT-ddPCR				3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				9				MVS	Human RNase P	50490	Mathilda Santee	3/26/21 10:52	3/26/21 10:52	Monongalia County	A1011	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	3/26/21 10:52	Composite	3/22/21 12:00	3/22/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available
A02-0061																																																																															WVU Morgantown																Pass	EL	08/30/2021 09:46 AM	Grab			JL	08/30/2021	8.13	OaklandE-02	
A1074		OneStep RT-ddPCR	BRSV	206648.75												SARS-CoV-2 N1				0	SARS-CoV-2 N2				10853.75																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.47						Josh Lambert		07/09/2021 11:56 AM		A1074	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/20/2021 11:55 PM	Composite	06/20/2021 11:55 PM	06/20/2021 12:00 AM	JL	06/25/2021	6.47	StarCityWWTP-01	Available
A0031	9322	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				82456.8	SARS-CoV-2 N2				82456.8																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.4				MS	Human RNase P	51510	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0031	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/1/20 0:00	Composite	12/1/20 23:59	12/1/20 0:00	TD	12/4/20		StarCityWWTP-01	Available
A02-0042	262	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L8	AP0004	H02	JL	SARS-CoV-2 N1	5240	5920	239240	5567500	SARS-CoV-2 N2	5240	5920	235960	5567500																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B02	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L8	EP0004	A08	JL		Fail: Droplet Counts Below Threshold	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 09:48 AM	Grab			JL	08/25/2021	8.31	NorthHighSt-02 (MUB)	
A0227	17665	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				57576	SARS-CoV-2 N2				44784																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3192	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0227	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/25/21 0:00	Composite	1/25/21 23:59	1/25/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A0432	11323	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				89820	SARS-CoV-2 N2				52380																																				CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	7488	Mathilda Santee	3/8/21 10:56	3/8/21 10:56	Monongalia County	A0432		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/28/21 12:00	Composite	2/28/21 12:00	2/28/21 12:00				StarCityWWTP-01	Available
