assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
G01-0037.a3	G01-0037	1/11/22 9:00	1/12/22 8:00	1.153	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	84137.968291875	84137.968291875	367226702654.164	44959194.7421846	10.3009265783392	1
A02-0396.a2.a1	A02-0396	3/12/22 9:00	3/14/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	9114.225793125	4557.1128965625	NA	NA	5.28667389392401	1
A01-0135.a3	A01-0135	12/26/21 0:00	12/26/21 23:59	14	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	6414.902371875	6414.902371875	339962498225.271	7034483.07865566	0.132736764854225	1
E02-0082.a1	E02-0082	2/4/22 8:00	2/5/22 8:00	0.725	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	76059.179311875	76059.179311875	208738504020.249	87301758.2686112	31.8106145177227	1
N02-0004.a2	N02-0004	4/10/22 7:00	4/11/22 7:00	10.36	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A03-0170.a2	A03-0170	2/7/22 6:00	2/7/22 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
C01-0182.a2	C01-0182	5/24/22 7:00	5/25/22 7:00	6.439	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	137078.66551875	137078.66551875	3341190347042.93	66823806.9408587	2.741573310375	1
A01-0124.a2	A01-0124	12/12/21 0:00	12/13/21 0:00	8.1	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	80923.78827375	80923.78827375	2481270710691.62	51342300.750944	1.67447004373758	1
A02-0424.a2	A02-0424	3/26/22 9:00	3/28/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
A04-0053.a1	A04-0053	4/8/22 8:00	4/9/22 8:00	1.049	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	5482.603531875	5482.603531875	21770843445.1391	10885421.7225695	2.7413017659375	1
B01-0094.a1	B01-0094	2/14/22 7:00	2/15/22 7:00	8.1	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	253739.145328125	253739.145328125	7780104254743.96	155602085.094879	5.0747829065625	1
H01-0218.a2	H01-0218	5/12/22 8:00	5/13/22 8:00	2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	28205.14933125	28205.14933125	213536108660.014	17794675.7216678	2.3504291109375	1
C01-0204.a2	C01-0204	6/16/22 7:00	6/17/22 7:00	9.017	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	69505.427326875	69505.427326875	2372431668091.01	47448633.3618202	1.3901085465375	1
A03-0258.a2	A03-0258	3/4/22 6:00	3/4/22 12:39	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	108954.97039875	326864.91119625	NA	NA	475.094347668968	1
O01-0063.a1	O01-0063	4/26/22 7:15	4/27/22 7:17	2.39	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2535.26701875	2535.26701875	22936890049.817	3778107.4040219	0.417602869173118	1
G01-0142.a3	G01-0142	3/6/22 9:00	3/7/22 8:00	0.986	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	19087.676818125	19087.676818125	71243117146.2412	8722222.96109711	2.3368850169105	1
A02-0020.a1	A02-0020	8/20/21 9:18	8/20/21 9:30	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	10275.682215	5137.8411075	NA	NA	NA	1
L01-0078.a2	L01-0078	4/23/22 9:00	4/24/22 9:00	0.285	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
E02-0060.a3	E02-0060	3/17/22 8:00	3/18/22 8:00	0.166	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	10469.652875625	10469.652875625	6578900162.85866	2751526.62603875	4.37877577399624	1
A02-0361.a1	A02-0361	2/19/22 9:00	2/21/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	28843.5690675	14421.78453375	NA	NA	NA	1
A02-0238.a2	A02-0238	11/29/21 9:00	12/1/21 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	23319.293476875	11659.6467384375	NA	NA	20.5637508614418	1
L01-0133.a2	L01-0133	5/25/22 9:00	5/26/22 9:00	0.313	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	941127.8379	941127.8379	1115079630134.76	1977091542.79212	1668.66637925532	1
A04-0028.a2	A04-0028	3/4/22 8:00	3/5/22 8:00	0.591	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	301262.40673125	301262.40673125	673977420695.144	336988710.347572	150.631203365625	1
S01-0043.a3	S01-0043	3/24/22 6:00	3/25/22 6:00	0.719	NA	FollansbeeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
C01-0200.a1	C01-0200	6/12/22 7:00	6/13/22 7:00	6.35	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	128842.964623125	128842.964623125	3097043886634.05	61940877.732681	2.5768592924625	1
H01-0015.a3	H01-0015	10/12/21 8:00	10/13/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
B01-0090.a2	B01-0090	2/8/22 7:00	2/9/22 7:00	11.102	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	360695.3787	360695.3787	15158447577467.9	303168951.549358	7.213907574	1
J01-0038.a1	J01-0038	4/28/22 7:30	4/29/22 7:30	0.168	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A01-0273.a2	A01-0273	6/12/22 0:00	6/13/22 0:00	7.8	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	451214.6098875	451214.6098875	13322651912031.1	275671492.965384	9.3365049223535	1
A02-0420.a1	A02-0420	3/23/22 9:00	3/25/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	9473.369683125	4736.6848415625	NA	NA	NA	1
A01-0120.a1	A01-0120	12/7/21 0:00	12/8/21 0:00	7.3	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	325704.85531875	325704.85531875	9000362839516.69	186234953.640057	6.7394648096083	1
N03-0056.a2	N03-0056	4/10/22 11:00	4/11/22 8:00	0.60647	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A03-0174.a1	A03-0174	2/9/22 6:00	2/9/22 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	20908.83896625	62726.51689875	NA	NA	86.400161017562	1
L01-0011.a1	L01-0011	1/28/22 9:10	1/29/22 9:10	0.274	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2941534.76634375	2941534.76634375	3050966742843.09	5409515501.49484	5215.48717436835	1
P01-0009.a1	P01-0009	2/10/22 11:30	2/11/22 11:20	0.284	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	20198.43970125	20198.43970125	21714462678.7805	7508458.74093378	6.98424609310166	1
N02-0036.a2	N02-0036	2/21/22 7:00	1/22/22 7:00	8.46	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	64090.72212375	64090.72212375	2052477727275.57	77457835.5828957	2.41870035941392	1
G01-0093.a3	G01-0093	2/7/22 9:00	2/8/22 8:00	1.171	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
H01-0100.a2	H01-0100	12/22/21 8:00	12/23/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	46122.7796325	46122.7796325	NA	NA	3.843564969375	1
H01-0052.a2	H01-0052	12/24/21 8:00	12/25/21 8:00	1.4	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
R01-0021.a1	R01-0021	4/12/22 9:00	4/13/22 8:30	0.173	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	5765.426025	5765.426025	3775638729.96808	1797067.45833797	2.74413423369824	1
R01-0005.a1	R01-0005	5/3/22 9:00	5/4/22 8:30	0.234	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0136.a1	H01-0136	2/21/22 8:00	2/22/22 8:00	2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	8804.6838375	8804.6838375	66658676490.6218	5554889.70755181	0.733723653125	1
K01-0069.a3	K01-0069	4/11/22 6:00	4/12/22 6:00	7.54	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	4872.32808	4872.32808	139065946157.339	2894192.42783223	0.101401208740895	1
J01-0054.a3	J01-0054	5/20/22 7:30	5/21/22 7:30	0.119	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	2216.322343125	2216.322343125	998372962.545768	1426247.0893511	3.16617477589286	1
A02-0178.a3	A02-0178	10/18/21 9:49	10/20/21 9:40	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
C01-0176.a3	C01-0176	5/16/22 7:00	5/17/22 7:00	12.339	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	5051.74078125	5051.74078125	235957587363.004	4719151.74726007	0.101034815625	1
A03-0225.a1	A03-0225	3/7/22 6:00	3/7/22 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A03-0201.a1	A03-0201	11/15/21 6:00	11/15/21 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A01-0133.a3	A01-0133	12/23/21 0:00	12/23/21 23:59	6.3	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	7532.668275	7532.668275	179639698233.667	3717093.57378056	0.155865508090548	1
A04-0088.a3	A04-0088	6/2/22 8:00	6/3/22 8:00	0.754	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	4397.876645625	4397.876645625	12552415739.769	6276207.86988448	2.1989383228125	1
A01-0078.a3	A01-0078	11/1/21 0:00	11/1/21 23:55	8.683	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	18135.6554625	18135.6554625	596095691279.175	12334375.3368477	0.375261866050736	1
H01-0260.a3	H01-0260	6/23/22 8:00	6/24/22 8:00	1.5	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	2049.52513125	2049.52513125	11637439390.6276	969786.615885633	0.1707937609375	1
A04-0055.a1	A04-0055	4/12/22 8:00	4/13/22 8:00	0.71	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	57168.145618125	57168.145618125	153647457774.058	76823728.8870288	28.5840728090625	1
Q01-0015.a3	Q01-0015	5/18/22 8:00	5/19/22 8:00	0.4	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	270437.361946875	270437.361946875	409486517714.928	89898247.5773717	59.3715393955818	1
E02-0092.a3	E02-0092	1/20/22 8:00	1/21/22 8:00	0.404	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
M03-0075.a3	M03-0075	5/18/22 11:00	5/19/22 11:00	0.161	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	4196.632089375	4196.632089375	2557641665.468	2344309.50088726	3.84659219924381	1
C01-0167.a1	C01-0167	5/3/22 7:00	5/4/22 7:00	8.85	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	48294.723628125	48294.723628125	1617915668456.89	32358313.3691379	0.9658944725625	1
N03-0044.a3	N03-0044	2/21/22 9:30	2/22/22 7:30	0.59848	NA	SalemWWTP-01	Human	Internal Control	RNase P	ZooWVU	2922.41158875	2922.41158875	6620700591.70278	3572963.08240841	1.57712444077172	1
A0231.a2	A0231	1/31/21 0:00	1/31/21 23:59	9.189	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
K01-0088.a2	K01-0088	5/17/22 6:30	5/18/22 6:30	4.62	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	91478.90434875	91478.90434875	1599837436015.9	33295264.0169803	1.90382735377211	1
B01-0116.a1	B01-0116	3/14/22 7:00	3/15/22 7:00	5.9	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	3303.91130625	3303.91130625	73789287496.9717	1475785.74993943	0.066078226125	1
R02-0017.a1	R02-0017	6/14/22 6:00	6/15/22 6:00	4.0771	NA	ElkinsWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	52448.7188625	52448.7188625	809467046142.607	61528355.5900431	3.98667671499696	1
H01-0148.a2	H01-0148	3/5/22 8:00	3/6/22 8:00	2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
B01-0084.a3	B01-0084	2/15/22 7:00	2/16/22 7:00	8.365	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	19686.78789375	19686.78789375	623381245859.763	12467624.9171953	0.393735757875	1
E02-0067.a2	E02-0067	3/8/22 8:00	3/9/22 8:00	0.246	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4296.8795925	4296.8795925	4001300940.64837	1673484.29136277	1.79710564303639	1
B01-0062.a2	B01-0062	11/3/21 7:00	11/4/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	21815.00942875	21815.00942875	NA	NA	0.436300188575	1
M04-0073.a1	M04-0073	5/17/22 10:00	5/18/22 10:00	0.083	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	16221.06805125	16221.06805125	5096481636.58623	8354887.92882988	26.5919148381148	1
A04-0069.a2	A04-0069	5/3/22 9:00	5/4/22 9:00	0.781	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	59868.824356875	59868.824356875	176996504245.24	88498252.1226201	29.9344121784375	1
G01-0034.a1	G01-0034	1/1/22 9:00	1/2/22 8:00	2.925	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
E02-0143.a3	E02-0143	6/10/22 8:00	6/11/22 8:00	0.094	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	4514.650978125	4514.650978125	1606441666.15579	671870.207509741	1.88818526897742	1
B01-0097.a3	B01-0097	1/26/22 7:00	1/27/22 7:00	9.758	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	5152.346600625	5152.346600625	190317537323.115	3806350.74646229	0.1030469320125	1
M03-0002.a2	M03-0002	2/16/22 10:30	2/17/22 10:30	0.206	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	123212.3293125	123212.3293125	96080291801.5831	88066261.9629543	112.935223934464	1
D01-0078.a1	D01-0078	6/1/22 7:00	6/2/22 7:00	1.29	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	767109.897375	767109.897375	3745934864842.77	220349109.696633	45.1241116102941	1
L01-0127.a1	L01-0127	6/5/22 9:00	6/6/22 9:00	0.295	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	988762.5362625	988762.5362625	1104147119756.06	1957707659.14195	1753.12506429521	1
E01-0079.a1	E01-0079	3/15/22 8:15	3/16/22 8:15	3.344	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	38744.41199625	38744.41199625	490442692551.639	13623408.1264344	1.0762336665625	1
A02-0246.a1	A02-0246	12/15/21 9:00	12/17/21 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
H01-0107.a3	H01-0107	1/23/22 8:00	1/24/22 8:00	1.9	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	27783.73629	27783.73629	199828383060.105	16652365.2550087	2.3153113575	1
G01-0058.a3	G01-0058	10/18/21 9:00	10/19/21 8:00	NA	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	14450	14450	NA	NA	1.76909892262488	1
A02-0094.a1	A02-0094	9/8/21 9:40	9/10/21 9:40	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	167303.04658125	83651.523290625	NA	NA	NA	1
G01-0085.a1	G01-0085	2/11/22 9:00	2/12/22 8:00	1.107	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	170548.959391875	170548.959391875	714676694163.359	87497146.6899313	20.880137046018	1
A1076.a2	A1076	6/22/21 0:00	6/22/21 23:55	12.985	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4892.5	4892.5	240483737748.625	4976074.69269626	0.101235308723721	1
A02-0487.a1	A02-0487	4/30/22 9:00	5/2/22 8:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	71987.419723125	35993.7098615625	NA	NA	NA	1
A01-0187.a1	A01-0187	2/26/22 0:00	2/27/22 0:00	12.1	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	75218.96080125	75218.96080125	3445288737520.58	71289702.3986216	1.55642610497538	1
A0234.a2	A0234	2/3/21 0:00	2/3/21 23:59	10.441	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
F01-0040.a2	F01-0040	5/25/22 15:00	5/26/22 15:00	1	NA	WestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	75876.72697875	75876.72697875	287224521072.63	27713674.3605394	7.32118168455712	1
Q01-0052.a2	Q01-0052	6/24/22 8:00	6/25/22 8:00	0.285	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	359112.87380625	359112.87380625	387425997135.951	85055103.6522396	78.8392697708562	1
N02-0048.a1	N02-0048	2/16/22 7:00	2/17/22 7:00	6.998	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	31072.605331875	31072.605331875	823122611543.432	31063575.0450386	1.17263964570439	1
K01-0012.a1	K01-0012	12/14/21 6:20	12/15/21 6:28	4.913	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	29830.437	29830.437	554778094817.247	11545850.0482258	0.620820749219563	1
H01-0267.a2	H01-0267	6/29/22 8:00	6/30/22 8:00	1.5	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	36980.97064875	36980.97064875	209982204155.227	17498517.0129356	3.0817475540625	1
A03-0293.a2	A03-0293	4/1/22 6:00	4/1/22 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
K01-0028.a3	K01-0028	2/1/22 6:30	2/2/22 6:30	5.588	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
B01-0024.a2	B01-0024	10/20/21 7:00	10/21/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A02-0087.a1	A02-0087	9/6/21 9:34	9/8/21 9:34	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	26405.49497	13202.747485	NA	NA	15.3164123955916	1
A1038.a3	A1038	4/27/21 12:00	4/27/21 11:59	8.459	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
C01-0079.a2	C01-0079	2/15/22 7:00	2/16/22 7:00	8.959	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	23389.89492375	23389.89492375	793232925261.937	15864658.5052387	0.467797898475	1
M04-0049.a3	M04-0049	4/7/22 11:00	4/8/22 11:00	0.344	NA	FarmingtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0494.a1	A02-0494	5/4/22 9:00	5/6/22 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	559730.99293125	279865.496465625	NA	NA	493.589940856481	1
A01-0194.a1	A01-0194	3/7/22 0:00	3/7/22 23:59	11.9	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	89798.127571875	89798.127571875	4045080488093.03	83700556.3667652	1.85809732601959	1
J01-0046.a2	J01-0046	5/10/22 7:30	5/11/22 7:30	0.236	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2335.1123025	2335.1123025	2086088360.79754	2980126.22971077	3.33587471785714	1
E02-0145.a1	E02-0145	6/15/22 8:00	6/16/22 8:00	0.11	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	500692.84036875	500692.84036875	208486045334.63	87196171.1980885	209.407294173463	1
J01-0041.a1	J01-0041	5/3/22 7:30	5/4/22 7:30	0.174	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
D01-0016.a1	D01-0016	1/12/22 7:00	1/13/22 7:00	NA	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1018511.34890625	1018511.34890625	NA	NA	59.9124322886029	1
A02-0019.a2	A02-0019	8/16/21 10:33	8/18/21 10:24	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	42087.55239625	21043.776198125	NA	NA	37.1142437356702	1
A0245.a1	A0245	11/15/20 0:00	11/15/20 23:59	6.499	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A1037.a3	A1037	4/26/21 12:00	4/26/21 11:59	10.049	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
B01-0020.a3	B01-0020	10/12/21 7:00	10/13/21 7:00	6.426	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2022.89919	2022.89919	49207113139.4278	984142.262788557	0.0404579838	1
C01-0045.a2	C01-0045	11/24/21 7:00	11/25/21 7:00	5.831	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	91493.79374625	91493.79374625	2019517413528.29	40390348.2705658	1.829875874925	1
M04-0075.a3	M04-0075	5/30/22 11:30	5/31/22 11:30	0.111	NA	FarmingtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A04-0098.a3	A04-0098	6/23/22 8:00	6/24/22 8:00	0.586	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	16759.678756875	16759.678756875	37177161759.9544	18588580.8799772	8.3798393784375	1
M04-0002.a2	M04-0002	2/28/22 10:00	3/1/22 10:00	0.112	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	28422.78666	28422.78666	12050292895.2706	19754578.5168371	46.5947322295082	1
A02-0419.a2	A02-0419	3/26/22 9:00	3/28/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	3125.994035625	1562.9970178125	NA	NA	1.78832610733696	1
A01-0119.a2	A01-0119	12/6/21 0:00	12/7/21 0:00	7.7	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	73696.1491575	73696.1491575	2148070077863.65	44447733.7746989	1.52491618021644	1
J01-0057.a3	J01-0057	5/25/22 7:30	5/26/22 7:30	0.093	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	2506.909340625	2506.909340625	882540210.899861	1260771.72985694	3.58129905803571	1
Q01-0013.a1	Q01-0013	5/16/22 8:00	5/17/22 8:00	0.382	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	185222.93248125	185222.93248125	267837291002.35	58800722.5032602	40.6636514777717	1
A02-0241.a2	A02-0241	11/29/21 9:00	12/1/21 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	214086.3149625	107043.15748125	NA	NA	NA	1
K01-0053.a2	K01-0053	3/22/22 6:22	3/23/22 6:20	5.355	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4765.408299375	4765.408299375	96598974754.5263	2010384.49020866	0.0991760312044745	1
F01-0044.a3	F01-0044	5/26/22 13:00	5/27/22 13:00	1.3	NA	WestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
M03-0073.a1	M03-0073	5/11/22 11:00	5/12/22 11:00	0.187	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	101283.766794375	101283.766794375	71695909144.6248	65715773.7347615	92.8357165851283	1
A03-0177.a1	A03-0177	1/12/22 6:00	1/12/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
G01-0006.a3	G01-0006	12/13/21 9:00	12/14/21 8:00	0.673	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	31495.30090875	31495.30090875	80236827979.7432	9823313.90545338	3.85593791732982	1
R01-0061.a2.a1	R01-0061	6/12/22 9:00	6/13/22 8:30	0.173	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
B01-0033.a1	B01-0033	12/13/21 7:00	12/14/21 7:00	7.429	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
L01-0119.a3	L01-0119	5/11/22 9:00	5/12/22 9:00	0.297	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A1065.a1	A1065	6/7/21 0:00	6/7/21 23:55	6.647	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
M03-0049.a3	M03-0049	3/25/22 11:00	3/26/22 11:00	0.201	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
G01-0083.a3	G01-0083	2/6/22 0:00	2/7/22 8:00	1.358	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	3301.308793125	3301.308793125	16970664338.6361	2077701.31472039	0.404175905132835	1
N03-0040.a2	N03-0040	2/11/22 12:45	2/12/22 22:45	6.803	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	6036.984320625	6036.984320625	155465290938.984	83899239.5785124	3.25795160314355	1
B01-0111.a2	B01-0111	3/29/22 7:00	3/30/22 7:00	8.35	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	15709.057393125	15709.057393125	496534611603.353	9930692.23206705	0.3141811478625	1
