"capacity_mgd","concentration_method","county_names","dashboard_ignore","epaid","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","major_lab_method","major_lab_method_desc","ntc_amplify","num_no_target_control","other_jurisdiction","pasteurized","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","pretreatment","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","site_id","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"20.8","","54061","","WV0023124","","12.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","1753","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2026-03-10","12:00","A01-1514","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-03-19","WV","Star City WWTP","26505"
"14","ceres nanotrap","54039","","WVR030006","thermo magmax microbiome ultra nucleic acid isolation kit","10.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1279653.7399125","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-08-29","07:00","B01-0217","wwtp","","raw wastewater","24-hr flow-weighted composite","54039-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-09-08","WV","Charleston WWTP","25312"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","2.363","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","10395.54991875","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-05-17","08:00","R02-0277","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-26","WV","Elkins WWTP","26241"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","6612527.5029375","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-07-13","08:00","A04-0116","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-18","WV","Cheat Lake WWTP","26508"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","1.834","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","28003.4269725","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-05-18","08:00","R02-0263","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-26","WV","Elkins WWTP","26241"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","6.38","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","56855.1414459944","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2024-08-20","07:00","C01-0717","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-08-28","WV","Wheeling WWTP","26003"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.873","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","14077.0013071597","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2025-06-29","08:00","G01-0637","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-07-15","WV","Keyser WWTP","26726"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","6.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","2440","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2025-10-02","08:00","C01-1004","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-10-10","WV","Wheeling WWTP","26003"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","2.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","23217.6710625","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-05-27","08:00","H01-0231","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","Moundsville WWTP","26041"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","664021.71125625","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-07-12","08:00","H01-0280","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-18","WV","Moundsville WWTP","26041"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","0.49094","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","16453.729618125","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2022-06-09","07:03","N03-0116","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-15","WV","Salem WWTP","26426"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.2","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","3042679.7391","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2022-07-19","07:04","D01-0108","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","CharlesTown WWTP","25414"
"20.8","peg precipitation","54061","","WV0023124","qiaamp viral rna kit","7.844","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","973","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-04-29","11:05","A1040","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-05-03","WV","Star City WWTP","26505"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.21","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","513611.5978875","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2023-01-17","08:00","D01-0237","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-01-26","WV","CharlesTown WWTP","25414"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","13.0","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","81475.145816803","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-12-26","12:00","A01-0762","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-01-08","WV","Star City WWTP","26505"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.9","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1949050.5123375","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2022-07-26","00:00","A01-0316","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-08-01","WV","Star City WWTP","26505"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.549","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","153402.7022175","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2021-12-20","09:00","G01-0012","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-12-28","WV","Keyser WWTP","26726"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","14.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","829937.65005","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-01-04","00:00","A01-0455","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-01-10","WV","Star City WWTP","26505"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.301","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1301","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2023-04-02","09:00","R01-0296","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-04-07","WV","Huttonsville WWTP","26273"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","11.117","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","69617.845185","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-01-06","07:00","C01-0101","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-01-13","WV","Wheeling WWTP","26003"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","84794.64723","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-05-21","08:00","H01-0592","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-02","WV","Moundsville WWTP","26041"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","753","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2024-10-14","12:00","A01-1070","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-10-28","WV","Star City WWTP","26505"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","10.035","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1145","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2024-04-15","07:00","K01-0384","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-04-19","WV","Parkersburg WWTP","26101"
"0.75","ceres nanotrap","54019","","WV0044041","thermo magmax microbiome ultra nucleic acid isolation kit","0.354","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1736","copies/L wastewater","ddPCR","2626","no","rna","-1","","","","WV","2025-11-16","10:02","U01-0184","wwtp","","raw wastewater","24-hr time-weighted composite","54019-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-11-24","WV","White Oak WWTP","25917"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.782","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","3358829.5985625","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-08-30","08:00","A04-0148","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-09-07","WV","Cheat Lake WWTP","26508"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.497","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","64313.128678125","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2023-04-24","08:00","A04-0415","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-04-28","WV","Cheat Lake WWTP","26508"
